Sample,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O
ETFS_OL39_MI7_20x20um_CAF2,48.69,1.03,11.23,1.725708,6.902832,0.15,6.27,15.14,1.97,1.01,0.31,
