Sample,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5
Glass_exp_ND70_4_01_33um_full_apt400um_dried_best,49.7700115,0.8348845,16.386637,,8.1603865,0.1487255,8.27122,12.7846305,2.0522125,0.164805,0.085417
Glass_exp_ND70_4_01_33um_reflected_apt400um_CaF2,49.7700115,0.8348845,16.386637,,8.1603865,0.1487255,8.27122,12.7846305,2.0522125,0.164805,0.085417
point1_100x100_128s_highres_99umthick,52.3598,1.6159,12.8747,,8.1246,0.1091,9.5523,10.5295,2.6583,1.4143,0.2277
point2_100x100_128s_highres_99umthick_resave,52.3598,1.6159,12.8747,,8.1246,0.1091,9.5523,10.5295,2.6583,1.4143,0.2277
point3_100x100_128s_highres_99umthick,52.3598,1.6159,12.8747,,8.1246,0.1091,9.5523,10.5295,2.6583,1.4143,0.2277
