Wavenumber,SH54MI11,SH63MI02,WD71AMI01,SH63MI10,SH63MI39,WD23MI03A,SH01MI12B,CV09EMI05,FI38MI01B,OK14MI07,OK14MI12,AK96MI13,OK14MI01,OK14MI06C,Terry3MI04A,FI45MI02,AK96MI08,WD70MI03,WD35MI02,WD07MI01A,WD70MI01B,OK14MI09,SH58MI01,SH63MI34,SH01MI21,OK17MI05A,SH63MI22,FI45MI04A,JFL30AMI12,VS73MI02,,,,,,,
1508.086,0.24323575,0.605152792,0.647306393,0.317792528,0.400937341,1.109122587,0.593700297,0.277590304,0.168079819,0.744175596,0.347202147,0.264976033,0.387333759,0.184796949,0.121945616,0.437727503,0.244045515,0.324499841,0.491096583,0.404060404,0.376522262,0.508152981,0.542784639,0.487167289,0.424610475,0.271673792,0.212093585,0.441468633,0.442864603,0.367034325,,,,,,,
1510.014,0.242951517,0.603596574,0.646220711,0.317542244,0.40062639,1.108074132,0.592802854,0.276950548,0.168011525,0.74295931,0.346643164,0.264354265,0.386614161,0.184658634,0.12174556,0.437267136,0.243676183,0.323991468,0.490350209,0.403604267,0.376030324,0.507528285,0.542234097,0.48647116,0.424117193,0.271456035,0.211817862,0.441238186,0.442154487,0.366801741,,,,,,,
1511.943,0.242663589,0.602079624,0.645072722,0.317300444,0.400328947,1.106993765,0.59187108,0.276287283,0.167901261,0.741752796,0.346105213,0.263733824,0.385909369,0.184530435,0.121517266,0.436778591,0.243308488,0.323457799,0.489597827,0.403128633,0.375519424,0.506887524,0.541658244,0.485758425,0.423580095,0.271224054,0.211546034,0.440986095,0.441428676,0.366545114,,,,,,,
1513.871,0.242384511,0.600628973,0.643882877,0.317074809,0.400057786,1.105909605,0.590926907,0.275607594,0.167750346,0.740604741,0.345591996,0.263115779,0.385215475,0.184412827,0.121264979,0.436268302,0.242945937,0.322908778,0.488852847,0.402636727,0.37500035,0.506252441,0.541067192,0.485043,0.423022348,0.270976892,0.211287675,0.440723111,0.44070132,0.366263674,,,,,,,
1515.8,0.242120716,0.5992481,0.642669409,0.316869966,0.399816303,1.104839642,0.589984016,0.27491496,0.167566576,0.739532843,0.345107886,0.262502958,0.384539356,0.184304442,0.120993981,0.435738273,0.242596554,0.322351574,0.488126687,0.402128896,0.374479297,0.505629998,0.54046792,0.484333906,0.422399122,0.270717436,0.211044103,0.44045295,0.439990446,0.365960599,,,,,,,
1517.728,0.241866869,0.597935685,0.641440946,0.316684765,0.399603804,1.103777524,0.589045143,0.274215563,0.167363498,0.7385447,0.344654949,0.261889894,0.383888557,0.184202688,0.120711919,0.435194424,0.242260306,0.321787985,0.487419347,0.401604049,0.373955358,0.505019299,0.539862113,0.483637248,0.421716036,0.270452712,0.210809144,0.440162285,0.439289314,0.365640459,,,,,,,
1519.657,0.241612375,0.596684405,0.640210107,0.316515334,0.399413702,1.102716927,0.588111935,0.273514284,0.167143318,0.737638921,0.344228886,0.261262858,0.38325444,0.184105055,0.120424732,0.434642644,0.241925282,0.321217838,0.486724805,0.401065655,0.373429758,0.504418644,0.539248962,0.482952211,0.421067392,0.270185044,0.210577856,0.439849368,0.438587129,0.365304269,,,,,,,
1521.585,0.241367377,0.595495176,0.639003069,0.316365535,0.399235816,1.101693331,0.587199199,0.272816988,0.166907715,0.736802244,0.343824947,0.260620185,0.382644523,0.184013047,0.120137999,0.434096465,0.241596556,0.320649204,0.486046435,0.400524213,0.372911951,0.503835922,0.538641479,0.482277283,0.420508071,0.26991623,0.210357715,0.439530064,0.437894756,0.364959727,,,,,,,
1523.514,0.241155519,0.594387043,0.637880347,0.31624345,0.39906257,1.100758145,0.586328706,0.272139435,0.166653368,0.736026979,0.343452853,0.259975584,0.382060229,0.183930462,0.119857571,0.433582004,0.241284408,0.320100438,0.485398691,0.399994655,0.372419509,0.503285568,0.538060415,0.481622744,0.419939764,0.269650397,0.21016082,0.439224847,0.437229577,0.364615281,,,,,,,
1525.442,0.240976723,0.593353535,0.636846828,0.316140717,0.398893095,1.099902858,0.585509799,0.271486042,0.166388976,0.735297832,0.343107108,0.259341559,0.381496429,0.183856976,0.119593324,0.433105772,0.240986102,0.319571182,0.484778336,0.399482857,0.371953281,0.50277142,0.537516251,0.481002517,0.419312639,0.269392212,0.209983181,0.438948439,0.436599976,0.364277563,,,,,,,
1527.371,0.240803491,0.592370917,0.635869938,0.316043729,0.3987259,1.099099032,0.584737419,0.270846843,0.16614423,0.734599708,0.342772638,0.258722287,0.38095767,0.183787052,0.119352368,0.432662082,0.24069435,0.319058231,0.484180055,0.398991333,0.37151303,0.502283884,0.537002234,0.4804069,0.418712823,0.269143676,0.209809022,0.438706947,0.4360003,0.363956518,,,,,,,
1529.299,0.24063299,0.591434158,0.63495535,0.315949788,0.398558075,1.09836155,0.584019663,0.270231029,0.165935341,0.733922696,0.342444061,0.258125658,0.380450767,0.183718899,0.119140095,0.432257268,0.240411371,0.318568927,0.483604898,0.398533535,0.371108261,0.501825876,0.536524234,0.47983816,0.418191312,0.268910007,0.209634668,0.438511262,0.43543649,0.36366655,,,,,,,
1531.228,0.240469153,0.590536781,0.634122248,0.315858353,0.398385998,1.097734962,0.583364938,0.269649318,0.165770374,0.733251039,0.342122764,0.257543304,0.379994213,0.183652846,0.118960755,0.431905641,0.240132751,0.318117592,0.483059238,0.398123521,0.370753678,0.501414244,0.536093433,0.479301298,0.417673595,0.268696328,0.209462564,0.438375769,0.434915174,0.363421601,,,,,,,
1533.156,0.240317662,0.58969166,0.633341733,0.315778851,0.398220526,1.097175155,0.582749115,0.269082525,0.165618246,0.732619547,0.341819889,0.256970554,0.379568318,0.183593393,0.118797226,0.431582171,0.23986172,0.317681954,0.482536795,0.397733518,0.37042536,0.501034236,0.535689502,0.478788477,0.417168313,0.268492216,0.20929852,0.438269015,0.434421283,0.363188837,,,,,,,
1535.085,0.240178953,0.588898894,0.632615914,0.315711549,0.398061667,1.096685062,0.582173048,0.268530789,0.165480409,0.732029724,0.341536061,0.256406932,0.379173434,0.183540879,0.11865026,0.431287865,0.239598212,0.317262343,0.48203821,0.397364346,0.370124414,0.500687655,0.535313236,0.478300764,0.416675903,0.268298376,0.20914263,0.438192146,0.433955516,0.362967664,,,,,,,
1537.013,0.240053404,0.588158476,0.631946819,0.315656687,0.397909345,1.096267575,0.581637557,0.267994184,0.165358259,0.731482981,0.341271858,0.255851885,0.378809888,0.183495617,0.118520551,0.431023696,0.239342101,0.316859035,0.481564077,0.397016785,0.369851874,0.500376205,0.534965343,0.477839124,0.416196685,0.268115469,0.208994944,0.438146275,0.433518496,0.362757435,,,,,,,
1538.942,0.239941238,0.58747031,0.63133576,0.315614429,0.397763412,1.095924696,0.581143144,0.267472591,0.165252744,0.730980257,0.341027652,0.255304871,0.378477824,0.183457817,0.118408538,0.430790289,0.239093244,0.316472091,0.481114672,0.396691284,0.36960839,0.500101073,0.534646274,0.477404108,0.41573074,0.267943921,0.208855449,0.438132095,0.433110526,0.362557564,,,,,,,
1540.87,0.239842524,0.586834021,0.630783173,0.315584832,0.397623662,1.095657324,0.580689822,0.266965612,0.165164411,0.730521952,0.340803587,0.254765303,0.378177019,0.18342759,0.118314384,0.430587806,0.238851468,0.316101286,0.480689833,0.396387878,0.369394181,0.499862949,0.534356189,0.476995831,0.415277929,0.267783933,0.208724046,0.438149763,0.432731499,0.3623674,,,,,,,
1542.799,0.239757201,0.586248653,0.630288887,0.31556781,0.397489804,1.095465584,0.580277119,0.266472612,0.165093705,0.730108058,0.340599616,0.254232451,0.377906833,0.183404995,0.11823808,0.430416051,0.238616546,0.315746174,0.480289071,0.396106301,0.369209199,0.499662262,0.534094993,0.47661416,0.414837991,0.267635617,0.208600535,0.438199029,0.432380956,0.362186065,,,,,,,
1544.727,0.239684917,0.585712316,0.629851369,0.315563004,0.397361363,1.095347861,0.579903602,0.265992471,0.165040688,0.729737656,0.340415285,0.253705373,0.377665836,0.183389958,0.118179195,0.43027405,0.238388166,0.315405828,0.479911197,0.395845606,0.369052774,0.499498764,0.533862064,0.476258355,0.414410339,0.267498815,0.208484503,0.43827872,0.432057707,0.362012309,,,,,,,
1546.656,0.239625127,0.585222618,0.629468124,0.315569858,0.397237787,1.095301224,0.579567188,0.265523803,0.165005103,0.72940921,0.340249871,0.253183094,0.377452083,0.183382316,0.118137001,0.430160264,0.238166035,0.315079039,0.479554567,0.395604342,0.368923827,0.499371722,0.533656457,0.475927298,0.413994234,0.267373173,0.208375415,0.438386976,0.431760091,0.361844712,,,,,,,
1548.584,0.239577136,0.584776944,0.629135769,0.315587679,0.397118539,1.095321483,0.579265314,0.265065104,0.164986243,0.729120591,0.340102405,0.252664779,0.377263327,0.1833818,0.118110496,0.430072688,0.237949898,0.314764425,0.479217208,0.395380677,0.368820869,0.499279801,0.533476931,0.4756195,0.413588836,0.26725811,0.208272682,0.438521393,0.431486119,0.361681951,,,,,,,
1550.513,0.239540158,0.584372552,0.62885023,0.315615679,0.397003186,1.095403384,0.578995055,0.264614887,0.164983038,0.728869207,0.339971735,0.252149813,0.377097116,0.183388055,0.118098485,0.430008958,0.237739573,0.314460541,0.478896955,0.395172535,0.3687421,0.499221165,0.533322021,0.475333245,0.413193324,0.267152881,0.208175724,0.43867918,0.431233611,0.361522888,,,,,,,
1552.441,0.239512233,0.584007004,0.628606452,0.315653008,0.396889564,1.095541987,0.578754247,0.264170801,0.1649922,0.728650953,0.339855874,0.251636565,0.376952126,0.183400048,0.1180986,0.42996678,0.237533808,0.314165159,0.478591251,0.39497746,0.368684228,0.499191447,0.533188843,0.475064398,0.412803996,0.267055435,0.208083314,0.438857555,0.430999424,0.36136674,,,,,,,
1554.37,0.239492116,0.583677949,0.62840062,0.315698764,0.396776601,1.095732613,0.578540646,0.263731632,0.165011986,0.728462828,0.339753422,0.251124455,0.376826759,0.183417192,0.118109312,0.429944114,0.237332181,0.313877015,0.478298407,0.394793534,0.368645259,0.499187879,0.533075519,0.47481076,0.412419224,0.266964646,0.207994658,0.439053996,0.430781454,0.361212808,,,,,,,
1556.298,0.239478425,0.583382923,0.628228226,0.315751859,0.396663273,1.09596938,0.578351586,0.263296245,0.165040337,0.728301338,0.339662783,0.250613215,0.376719163,0.183438834,0.118128866,0.429938493,0.237134442,0.313594826,0.478016591,0.394618477,0.368622978,0.499207217,0.532979987,0.474569997,0.412037458,0.266879233,0.207908913,0.439265407,0.430577403,0.361060506,,,,,,,
1558.227,0.239469777,0.583119422,0.628083877,0.31581115,0.396548844,1.096245027,0.578183917,0.262863503,0.165074772,0.728162522,0.3395822,0.250102895,0.376627179,0.183464247,0.118155336,0.429946986,0.23694048,0.313317223,0.477743663,0.394449717,0.368614797,0.499245721,0.532900012,0.474339544,0.411657318,0.266797752,0.20782532,0.43948823,0.430384772,0.360909528,,,,,,,
1560.155,0.239464513,0.582884554,0.627961389,0.315875303,0.396432362,1.096551275,0.578034078,0.262432104,0.165112371,0.728041759,0.339509612,0.249593523,0.376548407,0.183492568,0.118186457,0.429966256,0.236750122,0.31304263,0.477477202,0.394284303,0.368617709,0.499298976,0.532832951,0.474116379,0.41127709,0.266718494,0.207742966,0.439718395,0.430200668,0.360759533,,,,,,,
1562.084,0.239460871,0.582675273,0.627854554,0.315942869,0.396312765,1.096879724,0.577898454,0.262000824,0.165150218,0.727934291,0.339442884,0.249085169,0.376480427,0.183522912,0.118219898,0.429992916,0.23656321,0.312769524,0.477214868,0.394119226,0.368628724,0.499362452,0.532776083,0.473897492,0.410895028,0.266639733,0.207660864,0.439951716,0.430022177,0.360610136,,,,,,,
1564.012,0.239457012,0.582488222,0.627756788,0.316012334,0.396188961,1.097221506,0.577773182,0.261568344,0.165185271,0.727835083,0.339379757,0.248577851,0.376420632,0.183554344,0.11825322,0.430023391,0.236379537,0.312496273,0.476954155,0.393951353,0.36864465,0.499431374,0.532726501,0.473679693,0.410509298,0.266559664,0.207577983,0.44018383,0.4298462,0.360460909,,,,,,,
1565.941,0.23945123,0.582320398,0.627661691,0.316082277,0.396060072,1.09756787,0.577654564,0.261133528,0.165214505,0.727739293,0.339318084,0.248071805,0.376366578,0.183585962,0.118284093,0.430054221,0.236198996,0.312221396,0.476692703,0.393777694,0.368662413,0.499501079,0.532681458,0.473459962,0.410118296,0.26647654,0.20749342,0.440410536,0.429669851,0.360311663,,,,,,,
1567.869,0.239441972,0.582168713,0.627563247,0.316151369,0.395925344,1.097910599,0.577539027,0.260695298,0.165235209,0.727642381,0.339255849,0.247567195,0.376315857,0.183616937,0.118310387,0.430082157,0.236021444,0.3119435,0.476428274,0.393595512,0.368679123,0.499567265,0.532638349,0.473235516,0.409720597,0.266388784,0.207406348,0.440627965,0.429490419,0.360162163,,,,,,,
1569.798,0.239427712,0.582029886,0.627455644,0.31621832,0.395784005,1.098241851,0.577423086,0.260252574,0.165244817,0.727539898,0.339191065,0.247064043,0.37626611,0.183646443,0.118330045,0.430104094,0.235846628,0.31166121,0.476158705,0.393402248,0.368691932,0.499625727,0.532594547,0.4730036,0.409314744,0.266294885,0.207315947,0.440832494,0.429305242,0.360012126,,,,,,,
1571.726,0.239406874,0.581900291,0.62733261,0.316281807,0.395635299,1.098553252,0.577302959,0.259804115,0.165240612,0.727427108,0.33912162,0.246562286,0.376214744,0.183673603,0.118340902,0.430116712,0.235674214,0.311372996,0.475881591,0.393195208,0.368697738,0.499672016,0.532547226,0.472761227,0.408899186,0.266193243,0.207221379,0.441020324,0.429111442,0.359861227,,,,,,,
1573.655,0.239378123,0.581776304,0.627188421,0.316340623,0.395478749,1.098837025,0.577175053,0.259348924,0.165220302,0.727299694,0.339045603,0.24606195,0.376159266,0.183697642,0.11834109,0.430116981,0.235503912,0.311077564,0.475594807,0.392972081,0.368693748,0.499702147,0.532493797,0.47250584,0.40847278,0.266082515,0.207121958,0.441188107,0.428906481,0.359709221,,,,,,,
1575.583,0.239340309,0.581654262,0.627018462,0.316393697,0.395313906,1.099086923,0.577036322,0.258886266,0.165182219,0.727153977,0.338961361,0.245562916,0.376097549,0.183717899,0.118329107,0.430102484,0.23533532,0.310773921,0.47529673,0.392731166,0.368677661,0.499712785,0.53243193,0.472235373,0.408034574,0.265961674,0.207017077,0.441333295,0.428688275,0.359555808,,,,,,,
1577.512,0.23929263,0.58153108,0.626819918,0.316440268,0.395140435,1.099299163,0.576884795,0.258415855,0.165125471,0.726987421,0.338867729,0.245065003,0.376028256,0.183733894,0.118304029,0.430071819,0.23516797,0.310461574,0.474986561,0.392471693,0.368647968,0.499701614,0.532359861,0.471948522,0.407583934,0.265830128,0.206906324,0.441454604,0.428455561,0.359400819,,,,,,,
1579.44,0.239234538,0.581404024,0.626591257,0.316479778,0.394958069,1.099471695,0.576719193,0.257937681,0.16504981,0.726798339,0.338763902,0.24456795,0.375950522,0.183745305,0.118265354,0.430024272,0.235001373,0.310140361,0.474664038,0.392193495,0.368603774,0.499667151,0.532276263,0.471644578,0.407120483,0.265687628,0.206789399,0.441551569,0.42820762,0.35924406,,,,,,,
1581.369,0.239165651,0.58127056,0.626332071,0.316511735,0.394766546,1.099603846,0.576538767,0.257452043,0.164955629,0.726585723,0.338649362,0.244071492,0.375863815,0.183751958,0.118212924,0.429959657,0.234835092,0.309810451,0.474329423,0.39189685,0.368544792,0.499608651,0.532180195,0.471323444,0.406644135,0.26553425,0.206666053,0.441624287,0.427944206,0.359085228,,,,,,,
1583.297,0.239085768,0.581128812,0.626042328,0.316535833,0.394565798,1.099695423,0.576343128,0.256959381,0.164843327,0.726348953,0.338523783,0.243575532,0.375767913,0.183753735,0.118146741,0.429878027,0.234668784,0.309472153,0.473983141,0.391582237,0.368470908,0.499525617,0.532070993,0.470985206,0.406154979,0.265370131,0.206536188,0.441673146,0.427665349,0.358924285,,,,,,,
1585.226,0.238994975,0.580977769,0.625723047,0.31655206,0.394355976,1.099747639,0.57613269,0.256460473,0.164713538,0.726088167,0.338387191,0.243080134,0.375663258,0.183750618,0.118067159,0.429780081,0.23450215,0.309126117,0.47362612,0.391250717,0.368382448,0.499418078,0.53194843,0.470630373,0.405653348,0.265195606,0.20639992,0.441699347,0.427371669,0.358761566,,,,,,,
1587.154,0.238893568,0.580816592,0.625376745,0.316560569,0.394137176,1.099763773,0.57590864,0.255956388,0.164567688,0.725804399,0.338239971,0.242585164,0.3755508,0.183742756,0.117974984,0.429667305,0.234334802,0.308773354,0.473259928,0.390904035,0.368280435,0.499286985,0.531812698,0.470260101,0.405139768,0.2650114,0.206257429,0.441705014,0.427064361,0.358597255,,,,,,,
1589.083,0.238782202,0.580644724,0.625007534,0.316561736,0.393909635,1.099749189,0.575672909,0.255448523,0.164408161,0.72549978,0.338082983,0.24209038,0.375431925,0.183730524,0.117871592,0.429541988,0.234166361,0.308415277,0.47288677,0.390544661,0.368166714,0.499134473,0.531664584,0.469876394,0.404615217,0.26481874,0.206109044,0.441693236,0.426745292,0.358431398,,,,,,,
1591.011,0.23866177,0.580462199,0.624620498,0.316556103,0.393673731,1.099710446,0.575427994,0.254938555,0.164237773,0.725177157,0.33791741,0.241595651,0.375308419,0.183714444,0.117758695,0.429406905,0.233996565,0.308053599,0.472509283,0.390175466,0.368043655,0.498963351,0.531505328,0.46948179,0.404080993,0.264619114,0.205955225,0.441667627,0.426416812,0.35826412,,,,,,,
1592.94,0.238533327,0.580269633,0.624221455,0.316544326,0.393429921,1.09965496,0.57517684,0.254428377,0.164059635,0.724839929,0.337744686,0.241100979,0.375182387,0.183695149,0.117638234,0.429265179,0.233825295,0.307690258,0.472130424,0.389799549,0.367914051,0.498776951,0.53133656,0.469079242,0.403538638,0.264414187,0.20579652,0.441632115,0.426081633,0.358095607,,,,,,,
1594.868,0.238397924,0.580067348,0.623815904,0.316527045,0.393178653,1.099589838,0.574922111,0.253919619,0.163876866,0.724491381,0.337566194,0.240606169,0.375055637,0.183673272,0.117512102,0.429119743,0.233652368,0.307326983,0.47175286,0.389419843,0.367780548,0.498578619,0.531159836,0.468671557,0.402989618,0.264205608,0.205633438,0.441590437,0.425742242,0.357925826,,,,,,,
1596.797,0.238256585,0.579855737,0.623408941,0.316504918,0.392920378,1.099521741,0.574666291,0.253413698,0.163692354,0.724134642,0.337383259,0.240110987,0.374929834,0.183649412,0.117382077,0.428973326,0.233477607,0.306965312,0.471378984,0.389039059,0.367645585,0.498371543,0.530976649,0.468261308,0.402435283,0.263994908,0.205466479,0.441546085,0.425400926,0.357754729,,,,,,,
1598.725,0.238110489,0.579635274,0.623006106,0.316478685,0.392655656,1.099457886,0.574412032,0.252912106,0.163509322,0.72377321,0.337197372,0.23961517,0.374806699,0.183624264,0.117250144,0.428828866,0.233300864,0.306606887,0.471011327,0.388660109,0.367511864,0.49815935,0.53078872,0.467851366,0.401877196,0.263783801,0.205296216,0.441502809,0.425060168,0.357582195,,,,,,,
1600.654,0.237960843,0.579406371,0.622612777,0.316449025,0.392385136,1.099405114,0.574161769,0.252416332,0.163331072,0.723410556,0.337010027,0.239118554,0.374687742,0.183598556,0.117118284,0.428689133,0.233122118,0.306253339,0.470652338,0.388285751,0.367382124,0.497945757,0.530597826,0.467444705,0.4013171,0.263574043,0.205123221,0.441464118,0.424722405,0.357408015,,,,,,,
1602.582,0.23780875,0.57916937,0.622233131,0.316416512,0.392109577,1.099368586,0.573917265,0.251927568,0.163160357,0.723049539,0.336822484,0.23862112,0.374573966,0.183572929,0.116988166,0.428556226,0.232941476,0.305905965,0.470303869,0.387918138,0.367258599,0.497733923,0.53040552,0.467043854,0.400756681,0.263367126,0.204948042,0.441432705,0.4243896,0.357232013,,,,,,,
1604.511,0.237655266,0.578925213,0.621870523,0.316381734,0.391829892,1.099352275,0.573680061,0.25144692,0.162999245,0.722692649,0.336635885,0.238123201,0.374466323,0.183547939,0.116861207,0.428431836,0.232759231,0.305565921,0.469967443,0.38755901,0.367143148,0.497526461,0.530213284,0.466650979,0.400197577,0.263164252,0.204771285,0.441410737,0.424063517,0.357054385,,,,,,,
1606.439,0.237501309,0.578675088,0.62152712,0.316345168,0.391547099,1.099358415,0.573451168,0.250975336,0.162849068,0.722341723,0.336451123,0.237625453,0.374365452,0.183524024,0.11673846,0.42831701,0.232575866,0.305234117,0.469644101,0.387209506,0.367037113,0.497325253,0.53002238,0.466267775,0.399641346,0.26296628,0.204593545,0.441399564,0.423745524,0.356875572,,,,,,,
1608.368,0.237347639,0.578420085,0.621204043,0.316307148,0.39126223,1.099387758,0.573231019,0.250513546,0.162710652,0.721997997,0.336268852,0.237128685,0.374271584,0.183501527,0.11662066,0.428212203,0.232391978,0.30491121,0.46933442,0.386870209,0.366941404,0.497131613,0.529833823,0.465895539,0.399089446,0.262773817,0.204415351,0.44139978,0.423436573,0.356696042,,,,,,,
1610.296,0.237194843,0.578161537,0.620901594,0.316267966,0.390976195,1.099440095,0.573019776,0.250061957,0.162584203,0.721662252,0.336089532,0.236633702,0.3741848,0.183480682,0.116508219,0.428117462,0.232208176,0.304597534,0.469038526,0.386541225,0.366856484,0.496946309,0.529648426,0.465535027,0.39854297,0.262587147,0.204237153,0.441411426,0.423137224,0.356516319,,,,,,,
1612.225,0.237043396,0.577900808,0.620619196,0.316227803,0.390689966,1.099513923,0.572817151,0.249620859,0.162469453,0.721334767,0.33591343,0.236141526,0.37410489,0.183461641,0.116401288,0.428032344,0.2320252,0.304293252,0.468756198,0.386222214,0.366782455,0.496769591,0.529466811,0.465186682,0.398002978,0.262406328,0.204059375,0.441433926,0.422847731,0.356337046,,,,,,,
1614.153,0.236893588,0.577639012,0.620354873,0.316186692,0.390404564,1.099605838,0.572622092,0.249190217,0.162365462,0.721015011,0.335740484,0.235653294,0.374031103,0.183444416,0.116299613,0.427955658,0.231843856,0.303998155,0.46848657,0.385912186,0.366718778,0.49660093,0.529289224,0.464850349,0.39747035,0.262231082,0.203882377,0.441465828,0.422567781,0.356158921,,,,,,,
1616.082,0.236745405,0.57737683,0.620105024,0.316144449,0.390120904,1.099710337,0.572432671,0.248769538,0.162270482,0.720701427,0.33557019,0.235170143,0.373962071,0.183428829,0.116202413,0.427885355,0.231664935,0.303711544,0.468228014,0.385609373,0.366664113,0.496438802,0.529115363,0.464525073,0.396945576,0.26206069,0.203706368,0.441504665,0.422296324,0.355982605,,,,,,,
1618.01,0.236598778,0.577114601,0.619865673,0.316100847,0.389839839,1.099821533,0.572246656,0.248358067,0.16218273,0.720392268,0.335401961,0.234693015,0.373896125,0.183414683,0.116108817,0.427819171,0.231489164,0.303432502,0.46797861,0.385311804,0.366616947,0.49628162,0.528944805,0.464209707,0.39642902,0.261894386,0.203531493,0.441547727,0.422032049,0.355808535,,,,,,,
1619.939,0.236453653,0.576852861,0.619632468,0.316055671,0.389562313,1.099933007,0.572061649,0.247954944,0.162100202,0.720085668,0.335235174,0.23422295,0.373831477,0.183401766,0.116017867,0.427754634,0.231317352,0.303159999,0.467736224,0.385017298,0.366575616,0.496127661,0.52877713,0.463902972,0.395921063,0.261731311,0.203357925,0.441592044,0.421773523,0.355637219,,,,,,,
1621.867,0.236309803,0.576592075,0.619400169,0.316008669,0.389289176,1.100037353,0.571874906,0.247558983,0.1620203,0.719779215,0.335068971,0.233760912,0.373766132,0.183389732,0.115928295,0.427688871,0.231150224,0.302892683,0.46749827,0.384723289,0.366537932,0.495974577,0.528611597,0.463603002,0.395421711,0.261570298,0.203185769,0.441634199,0.421518897,0.355469229,,,,,,,
1623.796,0.236166895,0.576332674,0.619163204,0.315959555,0.389021186,1.100126812,0.571683575,0.247168879,0.161940167,0.71947025,0.33490238,0.233307826,0.373698052,0.183378166,0.115838686,0.427618866,0.230988453,0.302629077,0.467262005,0.384427064,0.366501492,0.495819718,0.528447303,0.463307669,0.394930764,0.261410036,0.20301508,0.441670608,0.42126615,0.355305166,,,,,,,
1625.724,0.23602461,0.576074719,0.61891619,0.315908024,0.38875906,1.100193919,0.571484783,0.246783322,0.161857196,0.719156178,0.334734442,0.232864461,0.373625133,0.183366679,0.1157477,0.427541696,0.230832622,0.302367727,0.467024753,0.384126034,0.366463978,0.495660595,0.528283321,0.463014943,0.394448042,0.261249318,0.202845887,0.44169784,0.421013284,0.355145466,,,,,,,
1627.653,0.235882454,0.575818187,0.618653191,0.315853662,0.388503393,1.100230488,0.571275423,0.2464009,0.161768412,0.718833978,0.334564009,0.232431626,0.373545152,0.183354785,0.11565376,0.427454155,0.230683308,0.302107042,0.46678364,0.383817332,0.36642278,0.495494245,0.528118486,0.462722471,0.393973146,0.261086732,0.202678131,0.441712094,0.420758051,0.354990606,,,,,,,
1629.581,0.235739805,0.575563161,0.618367873,0.31579603,0.388254674,1.100227903,0.571052305,0.246020067,0.161670461,0.718500348,0.334389805,0.232010123,0.373455887,0.183341917,0.115555101,0.427352869,0.230541052,0.30184529,0.466535612,0.38349789,0.36637503,0.495317324,0.527951469,0.462427573,0.39350542,0.260920673,0.202511702,0.441709346,0.420498015,0.354841149,,,,,,,
1631.51,0.235596107,0.575310144,0.618054682,0.315734769,0.388013334,1.100178569,0.570812781,0.245639535,0.161560208,0.71815241,0.334210729,0.231600809,0.373355569,0.183327562,0.115450131,0.427234895,0.230406406,0.301580994,0.46627804,0.383164974,0.366318208,0.495126795,0.527781168,0.462127867,0.39304426,0.260749654,0.202346526,0.441686029,0.420231097,0.35469777,,,,,,,
1633.438,0.23545077,0.575059251,0.617708133,0.315669457,0.387779678,1.100075033,0.570554075,0.245257891,0.161434758,0.717787307,0.33402567,0.231204327,0.373242235,0.183311236,0.115337279,0.427097267,0.230279865,0.301312601,0.466008235,0.382815807,0.366249863,0.494919806,0.527606457,0.461821019,0.392589023,0.260572267,0.202182444,0.441638515,0.419955124,0.354560824,,,,,,,
1635.367,0.235303387,0.574810801,0.617323941,0.315599842,0.387554022,1.099911525,0.570274102,0.244874013,0.161291762,0.717402875,0.333833801,0.230821208,0.373114436,0.183292562,0.115215337,0.426937705,0.230161819,0.301038883,0.465724066,0.382448252,0.366168049,0.494694133,0.52742651,0.461505168,0.392139204,0.26038739,0.202019386,0.441564047,0.41966843,0.354430702,,,,,,,
1637.295,0.23515368,0.574565482,0.616898815,0.315525763,0.387336687,1.099683491,0.569971362,0.244487137,0.161129277,0.716997515,0.333634532,0.230452075,0.37297118,0.18327126,0.115083371,0.426754447,0.230052703,0.300758966,0.465423946,0.382060612,0.36607131,0.494448044,0.52724081,0.461178934,0.39169451,0.260194124,0.201857351,0.441460427,0.419369823,0.354307882,,,,,,,
1639.224,0.235001396,0.574323879,0.616430194,0.315447063,0.387127863,1.09938738,0.569644693,0.244096655,0.160945774,0.716569972,0.333427396,0.230097414,0.3728117,0.18324711,0.114940624,0.426546099,0.229952879,0.300472155,0.465106632,0.38165151,0.365958532,0.494180185,0.527048964,0.460841238,0.391254672,0.259991751,0.201696304,0.441325872,0.419058356,0.354192698,,,,,,,
1641.152,0.234846383,0.574086865,0.615916679,0.315363756,0.386927581,1.099021399,0.569293685,0.243702125,0.160740142,0.716119632,0.333212173,0.229757482,0.372635792,0.183219971,0.11478662,0.426311949,0.229862547,0.300177988,0.464771375,0.381220118,0.365829037,0.49388974,0.526850826,0.460491311,0.390819337,0.259779756,0.201536233,0.441159402,0.418733493,0.354085455,,,,,,,
1643.081,0.234688696,0.573855384,0.615358574,0.315276012,0.386735784,1.09858609,0.568918788,0.243303473,0.160512178,0.715646839,0.332989023,0.229432313,0.372443833,0.183189868,0.114621379,0.426052187,0.229781781,0.299876437,0.464418196,0.380766417,0.365682926,0.49357687,0.526646668,0.460129117,0.390388354,0.259558064,0.201377179,0.440961113,0.418395354,0.353986297,,,,,,,
