Wavenumber,SH54MI11,SH63MI02,WD71AMI01,SH63MI10,SH63MI39,WD23MI03A,SH01MI12B,CV09EMI05,FI38MI01B,OK14MI07,OK14MI12,AK96MI13,OK14MI01,OK14MI06C,Terry3MI04A,FI45MI02,AK96MI08,WD70MI03,WD35MI02,WD07MI01A,WD70MI01B,OK14MI09,SH58MI01,SH63MI34,SH01MI21,OK17MI05A,SH63MI22,FI45MI04A,JFL30AMI12,VS73MI02,,,,,,,
1322.95,0.401966674,1.065517673,0.963654591,0.529977044,0.611326363,1.578150721,0.867187652,0.411310497,0.300021522,1.152083312,0.555270129,0.459466095,0.6272841,0.270603036,0.26783349,0.630855873,0.424290763,0.442025817,0.664959924,0.577421103,0.527008943,0.747357315,0.791730428,0.734000217,0.633196091,0.383163562,0.352101679,0.603953982,0.655164216,0.598709402,,,,,,,
1324.878,0.39629978,1.053502661,0.952565691,0.522814736,0.60311819,1.562524929,0.858463182,0.406448542,0.294520791,1.13877036,0.548593627,0.453765189,0.619857054,0.267438249,0.262162642,0.623720428,0.419045181,0.437431589,0.659185804,0.571098799,0.521137275,0.738813757,0.783744446,0.725197709,0.625701408,0.378902252,0.347150543,0.596866866,0.647578035,0.590807245,,,,,,,
1326.807,0.390900508,1.041919596,0.941796938,0.515920998,0.595347317,1.54742886,0.84996682,0.401786868,0.289229448,1.126074756,0.542150115,0.448337811,0.612655358,0.264373101,0.256718464,0.616798174,0.41397718,0.433015868,0.653606845,0.56500869,0.515494197,0.730595334,0.776071649,0.71674163,0.618598879,0.374812442,0.342440408,0.590082108,0.640261446,0.583169836,,,,,,,
1328.735,0.385756465,1.030754963,0.931349028,0.509291324,0.58796734,1.532849414,0.841723653,0.397320639,0.284148642,1.114028477,0.535943469,0.443154785,0.605700826,0.261410059,0.25149974,0.61009165,0.409066927,0.428773065,0.648217864,0.559144472,0.510073066,0.722701544,0.768690242,0.708627095,0.611902178,0.370896026,0.337957353,0.583583937,0.633214667,0.575792745,,,,,,,
1330.664,0.380847951,1.019946907,0.921194571,0.502904837,0.580924001,1.518739934,0.833719058,0.393038344,0.279271077,1.102544061,0.529958341,0.438200493,0.598968248,0.258547398,0.24649438,0.603585012,0.404281629,0.424685169,0.643016129,0.553487708,0.504859245,0.715101089,0.761574046,0.700825468,0.605559572,0.367151502,0.333683336,0.577321623,0.626403271,0.568657172,,,,,,,
1332.592,0.376160552,1.009506358,0.911319779,0.496755764,0.574205504,1.505075424,0.825965051,0.388934371,0.274591211,1.091605858,0.524197265,0.433465223,0.592421391,0.255789053,0.241699974,0.59728139,0.399617771,0.420746877,0.63799105,0.548029115,0.499847219,0.707783557,0.754727795,0.693322197,0.599443496,0.363578856,0.329606425,0.571270161,0.619828649,0.561760478,,,,,,,
1334.521,0.371673312,0.999370322,0.901703386,0.490829355,0.567792463,1.491799236,0.818463399,0.38499743,0.270099166,1.081207222,0.518644781,0.428909241,0.58604969,0.253135023,0.237105322,0.591184493,0.39507236,0.416953142,0.633114336,0.542759265,0.495025424,0.700743729,0.748125633,0.686097717,0.593542955,0.360170615,0.325701667,0.565443877,0.613493875,0.555082106,,,,,,,
1336.449,0.367382165,0.989506348,0.892343113,0.48512342,0.561662349,1.478919861,0.811201289,0.38122761,0.265799482,1.071299548,0.513299532,0.424523901,0.579884334,0.250587438,0.232708616,0.585298199,0.390653409,0.413303588,0.628381707,0.537682938,0.490388062,0.69398521,0.741749402,0.679160428,0.587931562,0.356923344,0.321953952,0.559859204,0.607391001,0.548623483,,,,,,,
1338.378,0.363272061,0.979841718,0.883226783,0.479623381,0.555787258,1.466427291,0.804140396,0.37761593,0.261678071,1.06177227,0.50813639,0.420308417,0.573949308,0.248143536,0.228501374,0.579610441,0.386357594,0.409791084,0.623781528,0.532787057,0.48592094,0.68748835,0.735584061,0.672506031,0.582537035,0.353827337,0.318347786,0.554509073,0.601509145,0.542370085,,,,,,,
1340.307,0.359328565,0.970377172,0.874368565,0.474324491,0.550157457,1.45432138,0.797276664,0.374156965,0.257723996,1.052592752,0.503141812,0.416272283,0.568246473,0.245807666,0.224480751,0.574111368,0.382174495,0.406413439,0.619303423,0.528065533,0.481618893,0.681254329,0.729635328,0.666125895,0.577299036,0.350877404,0.314874255,0.549391891,0.595852512,0.536322193,,,,,,,
1342.235,0.355536553,0.961101478,0.865773872,0.469210827,0.544773215,1.442559081,0.790588969,0.370841715,0.253927714,1.043692592,0.498302534,0.412411433,0.562749886,0.243580991,0.220636966,0.568788081,0.378090332,0.403165281,0.614940635,0.523512787,0.477474606,0.675272728,0.723890328,0.659995349,0.572344554,0.348063293,0.311520913,0.54451094,0.590410491,0.530469362,,,,,,,
1344.163,0.351891612,0.95205165,0.857436186,0.464278708,0.539647533,1.43112003,0.78407089,0.367664597,0.250292679,1.035065802,0.493613899,0.408726668,0.55744011,0.241464165,0.216966586,0.563645313,0.374114566,0.400046898,0.610687686,0.519127224,0.473482886,0.669548923,0.718347955,0.654095922,0.567601132,0.345375543,0.308281456,0.539866289,0.585180965,0.524812358,,,,,,,
1346.092,0.34838527,0.943230081,0.84933857,0.459516596,0.534760206,1.419972655,0.777709256,0.364614526,0.24682651,1.026697248,0.489062237,0.405194539,0.552294335,0.239453941,0.213456451,0.558677519,0.370232476,0.397056845,0.606526441,0.514905083,0.469634038,0.664063961,0.713000622,0.648404622,0.562944272,0.342797799,0.305150366,0.535450943,0.580147231,0.519336039,,,,,,,
1348.021,0.345017508,0.934661807,0.841485766,0.454928708,0.530108325,1.409130723,0.771508761,0.361687514,0.24352563,1.018541644,0.484651188,0.401813001,0.54732827,0.237551238,0.210100128,0.553886609,0.366442654,0.394194979,0.602477804,0.510848754,0.465929826,0.658815912,0.707854936,0.642918476,0.558469013,0.340321308,0.302134512,0.53126998,0.575304068,0.514040968,,,,,,,
1349.949,0.34177935,0.926315523,0.833886388,0.450508744,0.525690259,1.398610073,0.765478292,0.358875855,0.240374296,1.010485859,0.48037685,0.398580449,0.542551061,0.235752993,0.206886172,0.549273392,0.362748375,0.391458114,0.598567891,0.506947615,0.462363594,0.653784754,0.702897952,0.63762308,0.554285375,0.337935691,0.299231461,0.527307368,0.570635757,0.50891609,,,,,,,
1351.877,0.338661662,0.918192658,0.826549768,0.44625326,0.521501866,1.388413016,0.759627897,0.356171097,0.237372441,1.002541235,0.476249592,0.395463965,0.537960818,0.23405701,0.203808149,0.544833641,0.359156405,0.388846439,0.594798329,0.503196639,0.458928025,0.648956558,0.698130285,0.632517209,0.550332196,0.335635796,0.296436525,0.523542726,0.566124254,0.503955894,,,,,,,
1353.806,0.335657115,0.910276534,0.819470831,0.44215148,0.517511559,1.378544935,0.753952361,0.353559192,0.234507142,0.994731786,0.472259393,0.392416487,0.533526195,0.232459153,0.200854345,0.540555969,0.355660819,0.386353572,0.591162856,0.49959044,0.455614788,0.644332997,0.693534473,0.62760131,0.546591778,0.333410094,0.293745535,0.519960523,0.561756097,0.499148172,,,,,,,
1355.734,0.332769923,0.902561741,0.812650411,0.438206656,0.513703326,1.369048305,0.748463845,0.351037188,0.231766177,0.987092709,0.468395129,0.389426855,0.529253351,0.230959965,0.198020941,0.536444654,0.352268836,0.383975272,0.587686571,0.496128355,0.452426792,0.639923222,0.689103994,0.622881718,0.543123606,0.331251835,0.291169079,0.516552962,0.557528652,0.494499765,,,,,,,
1357.663,0.329993951,0.894991986,0.806090153,0.434414372,0.51006012,1.359911478,0.743164057,0.348600856,0.229140996,0.979650183,0.464645368,0.38648783,0.525122244,0.229555241,0.195296519,0.532503214,0.348979615,0.381704703,0.584376891,0.492803798,0.449359343,0.635695141,0.684831689,0.618343679,0.539762208,0.329157049,0.288708529,0.513283701,0.553430589,0.490006451,,,,,,,
1359.591,0.327317664,0.887557753,0.799783688,0.430777258,0.506558961,1.351117657,0.738073714,0.346248758,0.226615854,0.972437146,0.461026906,0.383602211,0.521160682,0.228237973,0.192674628,0.528738552,0.345809375,0.379539922,0.581228397,0.489613888,0.446409872,0.631636704,0.68071538,0.6139877,0.536479102,0.327124258,0.286365099,0.510124455,0.549466949,0.485671757,,,,,,,
1361.52,0.32472467,0.880246972,0.793722723,0.427286781,0.503189596,1.342646868,0.733185971,0.343977058,0.224175242,0.965440261,0.457536569,0.380768183,0.517380226,0.226995509,0.190144314,0.525143136,0.342761132,0.377472843,0.57822511,0.486548139,0.443573109,0.627733921,0.676729151,0.60980605,0.533354547,0.325150201,0.284132516,0.507078241,0.545628742,0.481491542,,,,,,,
1363.448,0.322207996,0.873063521,0.787903638,0.423939979,0.499951187,1.334493066,0.7284842,0.341786506,0.221813496,0.958688268,0.45416867,0.377988978,0.513766438,0.225819352,0.187703116,0.521713345,0.339827964,0.375497464,0.575357448,0.483596219,0.440848172,0.623971354,0.672862885,0.605796637,0.530414331,0.323236673,0.282009212,0.504155967,0.541903862,0.477472579,,,,,,,
1365.377,0.319755128,0.865962075,0.782310275,0.420728027,0.496814926,1.326636053,0.723950688,0.339670133,0.219511037,0.952181961,0.45090375,0.375245477,0.510289217,0.224700031,0.185345309,0.518445433,0.337001648,0.373603925,0.572603773,0.480741904,0.438231211,0.620329679,0.669103266,0.601958104,0.527455487,0.321382671,0.279984978,0.501358132,0.538293474,0.47360442,,,,,,,
1367.305,0.317359313,0.85895659,0.776939765,0.41764942,0.493767497,1.319065703,0.719580718,0.33762658,0.217263186,0.945934624,0.447739596,0.372543693,0.506946517,0.223632014,0.183070604,0.515332221,0.334289905,0.371786179,0.569953305,0.477981754,0.435722558,0.616802649,0.665447768,0.598280477,0.524470414,0.319591288,0.278055255,0.498673284,0.53481161,0.469883852,,,,,,,
1369.234,0.315011986,0.852083555,0.771783955,0.414694003,0.490805825,1.311750658,0.715348609,0.335650314,0.215064019,0.939955953,0.44467528,0.369925019,0.503705082,0.222605642,0.180876745,0.512360915,0.331693318,0.37003543,0.567392242,0.475309598,0.433319552,0.613379934,0.661890244,0.594739431,0.521628001,0.317863089,0.276216983,0.496094651,0.531463867,0.466298847,,,,,,,
1371.162,0.312707902,0.845371583,0.766834486,0.411859046,0.487934221,1.304662074,0.711248355,0.333739123,0.212911594,0.934260921,0.441707515,0.367416688,0.500541908,0.221612467,0.178767924,0.509527427,0.329211207,0.368349023,0.564904437,0.472721219,0.431020468,0.610067722,0.658433697,0.591328094,0.518917922,0.316201118,0.27446731,0.493624913,0.528253796,0.462842335,,,,,,,
1373.091,0.310440355,0.838810145,0.762077067,0.409134168,0.485155189,1.297772125,0.707268883,0.331894292,0.210809888,0.928832001,0.438838724,0.365011344,0.497456497,0.220644165,0.176744866,0.506819956,0.326833474,0.366725745,0.562480566,0.470212741,0.428821508,0.606858782,0.655074388,0.5880383,0.516345539,0.314607532,0.272796971,0.491260601,0.525183034,0.459501555,,,,,,,
1375.019,0.308208084,0.832402656,0.757505612,0.406513325,0.482483839,1.29108398,0.703410707,0.33011873,0.208762724,0.923648642,0.436075678,0.362726491,0.494467802,0.219696741,0.174810751,0.50422691,0.324553282,0.365160556,0.560123547,0.467782043,0.42672251,0.60375247,0.651822975,0.584870188,0.513858791,0.313088644,0.271197723,0.488988157,0.522253393,0.456275672,,,,,,,
1376.948,0.30600525,0.826124475,0.753113454,0.403982454,0.479921093,1.284575831,0.699679442,0.328406061,0.206767129,0.918646822,0.43340708,0.360561326,0.491572954,0.218761698,0.172963105,0.501731649,0.322353366,0.363646503,0.557825902,0.465424797,0.424717321,0.600742938,0.648675471,0.58181308,0.511431182,0.311640323,0.269655159,0.48678536,0.519451967,0.453149772,,,,,,,
1378.876,0.303844786,0.820003124,0.748915101,0.401543675,0.477466907,1.278263446,0.696087955,0.326755526,0.204821552,0.913785441,0.430838596,0.358496862,0.488756698,0.217837782,0.171208212,0.499338784,0.32023615,0.362187633,0.555584784,0.463146389,0.422806157,0.59784464,0.64564264,0.578859221,0.509109596,0.310262957,0.268161616,0.484649353,0.516794102,0.450122419,,,,,,,
1380.805,0.301736323,0.814055867,0.744905698,0.399189975,0.475119007,1.272190046,0.692629949,0.32516806,0.20292827,0.909024509,0.428363705,0.356515118,0.485986196,0.216925383,0.169548316,0.497051109,0.31819731,0.360786299,0.553407646,0.460949412,0.42098528,0.595053231,0.642721314,0.57600618,0.506916118,0.308956893,0.266708904,0.482595409,0.514282044,0.447194033,,,,,,,
1382.733,0.299686815,0.808267566,0.74107103,0.396912826,0.472872999,1.266348049,0.689296933,0.323647912,0.201096945,0.904346316,0.42597566,0.354601055,0.483246687,0.216023971,0.167984946,0.494861446,0.316228004,0.359443283,0.551314761,0.458835813,0.419248293,0.59235198,0.639906878,0.573259208,0.504834016,0.307721136,0.265295041,0.480623067,0.511906467,0.444369516,,,,,,,
