Wavenumber,Average_Baseline,PCA_1,PCA_2,PCA_3,PCA_4
1280.5230000000001,0.5,-5.24702898903308e-17,-4.171687978124752e-17,5.974367274796808e-18,-7.459251321951141e-17
1282.452,0.4726588949616653,0.0015214867694775913,0.00578917399742859,-0.002883909596253586,-0.019304952160542233
1284.38,0.44638630831881443,0.0030404960595551886,0.011059818646727759,-0.005892395880408213,-0.03694999647688159
1286.308,0.4211469159617288,0.004555358766150489,0.01583812132943063,-0.009010016987345874,-0.05300785836839992
1288.237,0.39690608996798216,0.006064470510508685,0.02014962499877597,-0.012221835753209169,-0.06754969168941949
1290.1660000000002,0.3736301235724038,0.007566344064746954,0.02401905893427243,-0.015513610133346711,-0.08064475005743814
1292.094,0.35128594410965414,0.009059539850070028,0.02747059216852151,-0.018871502594867022,-0.09236085865903486
1294.022,0.3298409153896257,0.010542620808256298,0.030527968915444896,-0.022281929661121098,-0.10276468444750389
1295.951,0.30926309258121437,0.012014212993771771,0.033214299650933705,-0.025731799470629278,-0.1119213397487775
1297.88,0.2895213941990624,0.013473043868323481,0.03555195727327465,-0.029208624914129226,-0.11989416671780119
1299.808,0.2705853767061908,0.01491788968799973,0.037562747940478584,-0.03270033123289936,-0.1267450684125333
1301.736,0.25242508580818207,0.016347543232735705,0.03926798886774892,-0.03619517339298911,-0.13253467840992778
1303.665,0.23501125410516452,0.017760858922523024,0.04068837314802486,-0.03968188621960603,-0.1373220909442337
1305.594,0.21831542804287885,0.019156779458074383,0.041843916291141946,-0.04314973850857253,-0.14116473420499595
1307.522,0.20230979550668046,0.020534297343025257,0.04275406161774804,-0.04658841795257765,-0.14411858822706364
1309.45,0.18696707843779883,0.021892433127790555,0.04343771443858788,-0.04998799934484462,-0.14623827664754646
1311.379,0.17226068155815766,0.023230267663634396,0.043913164544036674,-0.05333902683591064,-0.1475768974826705
1313.307,0.1581648272515998,0.02454696825381783,0.04419805991940225,-0.05663253281040629,-0.14818593110349967
1315.236,0.14465419963679918,0.025841717079453694,0.044309512588396646,-0.0598599418543434,-0.14811553402037225
1317.164,0.13170432872019314,0.027113787379785693,0.04426399951804757,-0.06301315524588341,-0.14741424292884878
1319.0929999999998,0.11929124066050209,0.028362475679092128,0.04407743049635617,-0.06608450227162603,-0.14612921298636639
1321.021,0.10739177431565229,0.029587161438237936,0.04376511055919885,-0.06906675412251626,-0.14430603543059561
1322.95,0.0959832958987682,0.03078725485719478,0.04334175171437107,-0.07195313932889286,-0.14198887111293754
1324.878,0.0850439542675238,0.0319622418742255,0.04282148637501621,-0.074737299740487,-0.1392203643736145
1326.807,0.07455245378361375,0.03311164572697343,0.04221783300673021,-0.07741335794303277,-0.13604168846766757
1328.735,0.06448825437373744,0.03423505905783709,0.04154375092205039,-0.07997582692729062,-0.13249253972986247
1330.664,0.05483139672047964,0.03533211753273713,0.04081156907245997,-0.08241971840506196,-0.12861111020264293
1332.592,0.04556265281151592,0.03640252069672976,0.0400330733981473,-0.08474041673610828,-0.12443414742758525
1334.521,0.036663397899141734,0.03744601606242252,0.03921940716222971,-0.08693381807849396,-0.11999686830366357
1336.4489999999998,0.02811571694828546,0.03846241024865917,0.03838118285935355,-0.0889961781441761,-0.11533307110052621
1338.378,0.019902318104620936,0.0394515620601246,0.03752836169525658,-0.09092427309771269,-0.11047500333945066
1340.307,0.01200659704465417,0.040413386060377865,0.036670365045678256,-0.09271525243933736,-0.10545349039487974
1342.235,0.004412602528093212,0.04134784963862691,0.03581602887621068,-0.09436670006634162,-0.10029788621085702
1344.1629999999998,-0.0028949613950195554,0.0422549761483281,0.03497356595371334,-0.0958766814775193,-0.09503601992978382
1346.092,-0.009930722422199943,0.043134844691932475,0.03415060131211999,-0.09724369775561792,-0.08969423990007395
1348.021,-0.01670864844369879,0.04398758582774994,0.03335421042294637,-0.09846663857323727,-0.0842974700784563
1349.9489999999998,-0.023419270175369492,0.04479714581353448,0.032675233592512246,-0.09942927260435815,-0.07908945081114084
1351.8770000000002,-0.02988074558801873,0.04558474737319883,0.032031718308400646,-0.1002824761890505,-0.07383296851270206
1353.806,-0.03610284784588552,0.046340844530364605,0.03142022798086587,-0.10099507185742365,-0.06852680969936692
1355.734,-0.04210225706713925,0.04706391036294864,0.030850568401129798,-0.10154374385548502,-0.06324916706872649
1357.6629999999998,-0.04787476596916669,0.04776355304935987,0.03032759331735898,-0.1019494166575141,-0.05800405026827919
1359.5910000000001,-0.05343752110337925,0.0484426394811472,0.029851973398717993,-0.10221888035039647,-0.052823890858803
1361.52,-0.05878847505906432,0.04909780670586856,0.02942854092915836,-0.10237958259442682,-0.04768473376033886
1363.4479999999999,-0.06394213580432699,0.04972849320633974,0.029060755876846155,-0.10241664494505867,-0.042611086800723307
1365.3770000000002,-0.06890842682837892,0.05033941999117712,0.028735682561707873,-0.10232105958597369,-0.03765290142342641
1367.305,-0.07370314880807415,0.05093419883720624,0.02845220258601543,-0.10209592267814753,-0.03281892502425178
1369.234,-0.07831810688923561,0.05151349404756332,0.028230913747489494,-0.10178800933954574,-0.028093994419506055
1371.162,-0.08276627015335317,0.05207826320598267,0.028070146577630153,-0.10137967404217131,-0.023438409918175248
1373.0910000000001,-0.08706313283595486,0.052623253564002936,0.02795018819222033,-0.10083398302242551,-0.01886004349485308
1375.019,-0.09121390928619431,0.05315233125455866,0.02787771843740137,-0.10017894439076679,-0.014390762106339978
1376.9479999999999,-0.09521776676672553,0.05366418595209591,0.027856085318575967,-0.09944802543423191,-0.01006588989223719
