Wavenumber,SH54MI11,SH63MI02,SH63MI39,SH63MI43,JFL19BMI11,SH63MI53,SH01MI21,SH63MI22,SH63MI25,SH63MI31
1251.596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1253.524,0.9442980385487958,0.958186681536467,0.9252986197905717,0.9343352013922264,0.9570430026453245,0.9450902747702172,0.9490898363573241,0.9475589022404085,0.9456815745119536,0.9604472651785567
1255.453,0.8958402051578382,0.9194616357112162,0.8649026153632153,0.8807296684124027,0.9182132408282522,0.8959156589590489,0.8995563376895436,0.900010917067782,0.8969805860520221,0.923322463446294
1257.381,0.8524330289708938,0.8882061766322866,0.8106008284115823,0.83369669735776,0.8807950265194566,0.8511500479746597,0.8569818128998755,0.8562850760362359,0.8522596436298959,0.8868327460637474
1259.31,0.8138870310800288,0.8589708817337616,0.7669320739021638,0.7909361143887408,0.8464772735663899,0.8114199296531504,0.8209557743365546,0.8167101932685288,0.8124883909029145,0.8529854666613615
1261.238,0.7783510577935413,0.8265102144103091,0.7265227490659546,0.7501679318278179,0.8148932115183498,0.7751183240228348,0.7834797720550102,0.7801757987333947,0.7743384146001393,0.820224059725655
1263.167,0.746032401716936,0.7944934164647178,0.6915743186868891,0.7151808563457546,0.7873585759688707,0.7418824868921923,0.7498034062337322,0.7468840820271195,0.7397366643215776,0.7904643162098093
1265.095,0.7156883531590582,0.7606637501567799,0.659491816514189,0.6833859733385891,0.7615915787063452,0.7124884123920379,0.7201978381556552,0.7155659449926963,0.7076457648742295,0.7630875440592695
1267.024,0.6876952550810853,0.7290308551300535,0.6304099146839884,0.6552571332981151,0.737450027526092,0.6869674249141761,0.6923748690748938,0.6866289123193113,0.6782719323462171,0.7382328436072706
1268.952,0.661455940043317,0.6967034074106054,0.6031268767022199,0.630544368620501,0.714622411651803,0.6638540456592844,0.6658089954759032,0.6595224123729382,0.6505601410588543,0.7147457289230972
1270.88,0.6370198287993841,0.671064336332444,0.5783791528989177,0.6079666969223154,0.693723025818382,0.6433747770505748,0.640297213624656,0.634478699845404,0.6251499630334372,0.692780053405629
1272.809,0.6138991202069718,0.645682180377627,0.5548163821252707,0.5866808347308318,0.6739745729824683,0.6244886824779048,0.6172921312822212,0.6109845833066271,0.6013728200296806,0.6713361212256124
1274.738,0.5922732259834593,0.6248847541662667,0.5335406111409405,0.568465104273455,0.6556703474512293,0.6063833387029527,0.596032264109092,0.5891554951672224,0.5795671682938056,0.6511820284992227
1276.6660000000004,0.5715343885276546,0.6065745250277247,0.5133159298917888,0.551752613708192,0.6381063757580966,0.5887784504271969,0.5755674459304807,0.5683726138317553,0.5589400452784057,0.6320142835903125
1278.594,0.5519431781093597,0.5875137745013985,0.49413625184433585,0.5360216162860696,0.6214509085074942,0.5727223406297125,0.5564561279736127,0.5488712663375814,0.5398977143023901,0.614676551095756
1280.523,0.533263179178966,0.5676445350102588,0.4759704365947306,0.52084251377699,0.6051461006595096,0.55808251873479,0.538582038454357,0.5305298024319429,0.5221344518319379,0.5980402214936287
1282.452,0.5156238597292843,0.5482181066653505,0.45904532378608986,0.5070567807638353,0.5896615221364275,0.544503626919842,0.5215249067624195,0.5135475953943902,0.505661915748466,0.5820681779441714
1284.38,0.49880616030870695,0.5301089415363827,0.443058831280018,0.4942304934103584,0.575033972036713,0.5313331123610188,0.505290256009522,0.49741006392424525,0.49002736228145594,0.5667507958283668
1286.308,0.482954420896091,0.5137270455890771,0.428152304156332,0.4821884253438261,0.5611476522022614,0.5190298580622198,0.490584721335254,0.4822428084328044,0.47548270742134435,0.552468821327706
1288.237,0.46783542913882215,0.49855988197095813,0.41384539157510936,0.47057619144954543,0.5476928216309863,0.5072528148736567,0.47656989878699485,0.46779444521976465,0.46178290904729913,0.538632600167637
1290.1660000000004,0.45367406254019227,0.48459181237017035,0.40063791723920017,0.45935766636222264,0.5350455573449262,0.495575390985451,0.4632522956479693,0.4542651156510593,0.4491037166459011,0.5256925926192192
1292.094,0.4402175300230997,0.4708119904181123,0.3882155046169996,0.44875586784859,0.5228405535341141,0.4843862022164289,0.45092518033712603,0.4413338327699212,0.43698712403363904,0.5131785739869403
1294.022,0.4275598682993136,0.45864397281882663,0.3765474177254859,0.4390927520851191,0.5112115807190057,0.4745837945463306,0.43916217156737203,0.42905758127081783,0.4256953957738694,0.5013633588974298
1295.951,0.4155436304308461,0.4473515831021714,0.3651874590637653,0.4293656435664355,0.49997375852016623,0.46572537256013447,0.4277772903027798,0.41729148543180805,0.4149689110992373,0.49022772153021876
1297.88,0.40423013476016456,0.4366467471023824,0.3543707184598716,0.4197984251805017,0.48923476854496073,0.4579040199752167,0.41757718260357013,0.4062336383884717,0.40493404345861805,0.479643919070864
1299.808,0.3934839645000398,0.4263345150370774,0.344025552763906,0.4108693254568503,0.4786754716799204,0.45070188487373364,0.40767365572142844,0.395764877024908,0.3953264887888823,0.4692845505498455
1301.736,0.38329302594753323,0.41693012812845154,0.33440915340221955,0.4023996313220338,0.46847852083002905,0.4439573179251356,0.3977807858008672,0.385808136674081,0.38610641389693995,0.4595480424098649
1303.665,0.3734346315401557,0.40768635726490055,0.32532942048092633,0.3939443558743816,0.45846300235117565,0.4379043239378335,0.3888252070353485,0.37610325550560303,0.37714943447566884,0.45031173344797937
1305.594,0.36412950769937924,0.3988309574093162,0.31677420115410787,0.3859115217448351,0.44879472577989243,0.43235398975878014,0.3805083849539244,0.3668474854175875,0.3688322536867799,0.4416900418844216
1307.522,0.35519552979608454,0.38996591588777574,0.30865701002743245,0.3778306340633409,0.4392158228067875,0.42727866484459254,0.3719037147413858,0.3579940462917909,0.3609265734507841,0.4331370106200293
1309.45,0.3466348877710741,0.38164598123663585,0.3010591154665347,0.3701094795186874,0.4300753356270015,0.42274532925280917,0.3639120071060708,0.34960778656421465,0.3534932262547274,0.42486107939657336
1311.379,0.33841950462212017,0.3738472844535907,0.2939376690845573,0.3627539566647143,0.4212238098588752,0.41772712301355497,0.3573394380561391,0.3416050579702591,0.346382271096806,0.4167809424300485
1313.307,0.33070718682973005,0.3668924686042958,0.2873478541036491,0.35582832041458284,0.4125194804846083,0.41229903130671874,0.3513525244964878,0.3341057917122075,0.3397442784540623,0.40906000748565874
1315.236,0.3234162855562262,0.360238660862901,0.28091602611968103,0.34926923340795124,0.40401095526859054,0.4067850102189061,0.34476765330276105,0.3269985055379832,0.3334240449116986,0.40153135416352226
1317.164,0.31657435483289853,0.3539635824635168,0.2747276594749117,0.3430470980124416,0.3958648676077675,0.4010933682279325,0.3385372527752921,0.32033502699062855,0.32749121561009964,0.3943933760702324
1319.0929999999996,0.3100519593526199,0.347730833329306,0.26882831217575437,0.33732311515054564,0.38792901691910286,0.39602330271780084,0.3335532099778157,0.31399633925641074,0.3217986444175203,0.38730553498257453
1321.021,0.3039447701113402,0.34190221109621,0.26328598758464455,0.3320975994118014,0.38039902428075323,0.39158521648035816,0.3280913519153384,0.3080100934450968,0.316418595091337,0.38042725767978425
1322.95,0.2981975809894286,0.3361771779814967,0.25788800078748825,0.3268797911167412,0.37323714468044644,0.3872165079699501,0.32276018301506393,0.30232713202821176,0.3111918103962167,0.37372807791042445
1324.878,0.2928716776436687,0.3306026489207335,0.25273652870679136,0.32202740478600256,0.36651023286506135,0.38329214175810966,0.3181100314170313,0.2971179701826526,0.3061645189936726,0.367297052672355
1326.807,0.2878264789488198,0.3249906114277751,0.24782069242224763,0.3174917314727669,0.3600425319464081,0.3797736391166321,0.31320987087882873,0.29214285523047895,0.30119299909725694,0.36108458356392803
