Wavenumber,WD23MI02,WD33MI03,SH55MI02,SH54MI11,SH63MI02,WD71AMI01,SH63MI10,SH01MI11,SH01MI05,SH63MI39,WD23MI03A,FI38MI01C,SH01MI12B,CV09EMI05,FI38MI01B,SH01MI12A,OK14MI07,OK14MI12,AK96MI13,OK14MI01,WD35MI04A,SH63MI43,OK14MI06C,Terry3MI04A,FI45MI02,AK96MI08,WD70MI03,Terry3MI03,JFL19BMI11,WD12MI04A,FI45MI05,WD70MI01A,WD35MI02,WD07MI01A,FI45MI06,OK14MI08,WD70MI01B,WD12MI06,WD35MI01,OK14MI09,WD07MI01B,SH63MI53,FI38MI05A,SH58MI01,SH63MI34,SH01MI21,OK17MI05A,SH63MI22,FI45MI04A,SH63MI27,JFL30AMI12,VS73MI02,SH63MI25,SH63MI31,SH63MI24
2090.492,0.3027860311561658,0.24460482445266285,0.19085142409122643,0.10907719419305319,0.3775846162088897,0.3317186615211341,0.191514328223101,0.30251562219138195,0.17081536590059626,0.21471187336929495,0.7312056457074805,0.015447197296207964,0.3845077876923417,0.11482196412691757,-0.03968263078715053,0.3380896014467296,0.39130178961042195,0.17431771652420947,0.08971298147090218,0.2602201831743393,0.29147651699729177,0.16353888641216563,0.11888551259607344,-0.01022377893811861,0.2720975283287012,0.10939396330474604,0.1890185805141838,0.21477051049255003,0.2673602987655353,0.2743826356954591,0.24048516652011168,0.2472219635769563,0.31346700762687674,0.19698525486139917,0.28687876788519373,0.3027679747518759,0.24187086187883317,0.267093421669178,0.35277193483125147,0.2728132374691948,0.27529633529795805,0.18539101034339614,0.254543558606167,0.3542288622820585,0.22923840896951997,0.17369495947378363,0.12530865638702385,0.09272748255367497,0.3128668436959693,0.18414208374549917,0.2560169507211257,0.2682984129148947,0.15909203724184745,0.1990599727049657,0.1831827868704174
2092.4210000000003,0.302416168149265,0.24433223427444217,0.19077240167781184,0.10876877971811329,0.37718261758436744,0.33143585420187527,0.1911589808294075,0.3020980080495393,0.17066876135203696,0.2142390078810626,0.7306171236289197,0.015079079231258358,0.38423503681194693,0.1146755896522691,-0.040112697018693355,0.33747306545054956,0.3905881309864313,0.173950005293948,0.08940396363640496,0.2600968744748036,0.2913095093069537,0.1631546274726005,0.11876596289536558,-0.010457667196713764,0.27190368590919056,0.10916755900169423,0.18891687598294027,0.21433420861851202,0.2669216981979132,0.27421292247274387,0.24025313372469004,0.24701194677616864,0.3132923239753283,0.1965242579193994,0.28670669453791864,0.3029358292640668,0.24181476943171656,0.2668875935516142,0.352717524561189,0.27250433938111424,0.2749887671888222,0.18485623060010453,0.25429891321825693,0.35384827657540124,0.2288694344297187,0.173179463947446,0.12499574496870947,0.09242882454233954,0.31272197082169584,0.18376149891432142,0.2557868247529481,0.2682813295740999,0.15871287522233204,0.19857149077210953,0.1825066524809914
2094.349,0.3020575548997842,0.24406403307044996,0.19070375002604367,0.1084675077677805,0.3767952879234375,0.3311671651475574,0.19081216330172143,0.30168759531857575,0.1705277191974035,0.2137800957623939,0.7300501161768542,0.014715015391231885,0.3839682284931766,0.11453542663940548,-0.040532414175601356,0.3368609452617305,0.3898884129223157,0.1735881597072743,0.08910848844404226,0.2599780139922858,0.291148438846521,0.16277965891464924,0.11865125083749903,-0.010685465702703605,0.2717212010158021,0.1089486458210195,0.1888195913837772,0.2139044083484995,0.2664874334787902,0.27404840624417653,0.24002973358501067,0.24681032770851774,0.3131286181208869,0.1960724354168663,0.28654464584603506,0.30310990991482467,0.24176436752683592,0.26669138463864245,0.35267010158502643,0.27220984627274847,0.2746935732960208,0.1843264891655982,0.2540614741594225,0.3534743521166707,0.22851142764623666,0.17267582489236266,0.12468895665877375,0.09213695511463138,0.31258495358071847,0.18339023353989647,0.25556178436226734,0.268276792201683,0.15834317729819936,0.1980974587106482,0.18184180228215835
2096.278,0.3017100242839252,0.24380026056937132,0.1906451122108926,0.10817315686048226,0.37642205816830465,0.330912336845714,0.19047365254879045,0.30128437897548266,0.17039202270640497,0.21333472062581382,0.7295046726888139,0.014355032052241604,0.3837072186825869,0.11440133003553704,-0.0409417845392983,0.3362532011349741,0.3892022382421852,0.17323199318589383,0.088826196547948,0.25986363822482017,0.29099326526208247,0.16241372772516094,0.11854128374103413,-0.010907299121723151,0.2715499843256718,0.10873695810315073,0.18872664091829713,0.21348098619323438,0.2660573245582172,0.2738889613700183,0.23981489725518604,0.24661699049463434,0.31297585489853974,0.19562982488161237,0.2863926111140495,0.3032897446102061,0.24171949991528632,0.26650461105729084,0.35262953709295003,0.271929332166863,0.2744106711262988,0.1838016990828172,0.25383124121795286,0.3531068595679282,0.22816412375549444,0.17218367425436104,0.12438820470564346,0.09185169457485981,0.31245576681840836,0.1830279997034513,0.255341668370933,0.2682844026296305,0.1579826316922526,0.19763743465328834,0.1811880698446422
2098.206,0.3013734036826514,0.24354096777272874,0.19059613196684377,0.10788550892489165,0.3760623598287732,0.3306711167790845,0.1901432303859561,0.30088836206021774,0.1702614534387566,0.21290246142858865,0.7289808437220145,0.013999155160071615,0.3834518660225971,0.11427315417067144,-0.04134080764062284,0.3356498036536295,0.38852922078854873,0.17288132969379366,0.08855671585912082,0.25975379923962405,0.2908439552406679,0.1620565775523479,0.11843596537867587,-0.011123285806099805,0.27138994117483706,0.10853224079973421,0.18863794228048825,0.21306382789002357,0.2656311958509373,0.2737344721675459,0.23960854895512382,0.2464318253134345,0.3128339923771621,0.19519646417703074,0.28625057659466835,0.3034748570782829,0.24168001532716343,0.26632709354869954,0.35259570954104047,0.2716623691211258,0.27413996836139376,0.18328177506908594,0.25360821592005023,0.35274557898503645,0.227827267341024,0.17170264632255644,0.12409340235580986,0.09157286218389926,0.31233438672523794,0.18267450506926067,0.2551263252825564,0.2683037580987378,0.15763092727004469,0.19719095473166437,0.1805452874274331
2100.135,0.3010475149816882,0.24328621695488228,0.1905564536878967,0.10760434929992732,0.3757156249822471,0.33044325742561415,0.18982068353515383,0.3004995556757056,0.17013579124417985,0.21248289247272595,0.7284786810533578,0.013647410330176975,0.38320203185148977,0.11415075275761377,-0.041729480259828394,0.33505073372969346,0.3878689854223141,0.17253600373724254,0.08829966154542404,0.2596485646730984,0.29070048251024777,0.16170794870578567,0.11833519597727382,-0.011333537794853379,0.27124097155823707,0.10833424947363365,0.1885534166567246,0.21265282840275906,0.26520887623638684,0.2735848329110516,0.23941060597052707,0.24625472840211973,0.3127029818595169,0.1947723915020953,0.2861185254887977,0.30366476686914234,0.2416457674715634,0.2661586574681206,0.3525685046512729,0.27140852722810727,0.27388136285803555,0.1827666335161131,0.2533924015298298,0.3523902998176596,0.22750061243346864,0.17123237772935207,0.12380446285382884,0.09130027615918926,0.3122207908367814,0.18232945288464714,0.2549156132825109,0.26833445125860894,0.15728775353987812,0.19675753307633836,0.1799132859777873
2102.063,0.3007321745715228,0.24303608166302954,0.19052572242756535,0.10732946673475341,0.3753812862737301,0.33022851625845395,0.18950580362491307,0.3001179789878374,0.1700148142624025,0.21207558340497462,0.7279982376794313,0.01329982284768378,0.38295758020341025,0.11403397889196645,-0.04210779642658325,0.33445598260381015,0.38722116802278805,0.1721958603647908,0.08805463603158573,0.2595480177308275,0.29056282783973336,0.16136757815641298,0.1182388722178222,-0.011538160813696106,0.27110297012971235,0.10814275029893017,0.18847298872576587,0.21224789192191795,0.2647901990586943,0.2734399478318431,0.2392209786528941,0.24608560205617688,0.3125827678822553,0.19435764539136063,0.28599643794554347,0.30385898935488653,0.241616615036583,0.2659991327849183,0.3525478154115168,0.27116737461528045,0.2736347426479465,0.1822561924899919,0.25318380304931976,0.35204082090926314,0.22718392251058303,0.17077250745043926,0.1235212994423209,0.09103375367473443,0.31211495803371403,0.18199254197998116,0.25470940023793137,0.26837607016765685,0.15695280065280504,0.19633666181680012,0.17929189513122712
2103.992,0.3004271933474042,0.24279064671720565,0.19050358389887811,0.10706065338877972,0.37505877691582545,0.330026655745961,0.18919838719035714,0.299743659225471,0.16989829892315852,0.2116800992168249,0.7275395678165089,0.0129564176673891,0.38271837780836715,0.11392268505212932,-0.04247574741997051,0.3338655518452712,0.3865854154876758,0.17186075516727045,0.08782122899919861,0.25945225718757886,0.29043097903897674,0.16103519953653178,0.11814688723545982,-0.011737254275032614,0.2709758262020052,0.1079575200609223,0.18839658665875755,0.21184893186456227,0.26437500212668097,0.2732997311182436,0.23903957041951857,0.2459243546293782,0.31247328821591625,0.19395226471496213,0.2858842910622115,0.30405703572963305,0.24159242168931946,0.2658483540825688,0.3525335420755362,0.2709384774450206,0.27339998593784154,0.18175037173119968,0.2529824272184612,0.3516969504971139,0.22687697049723315,0.1703226768047972,0.12324382536197107,0.09077311086110455,0.3120168685418127,0.18166346676868095,0.25450756369771455,0.2684281982931031,0.15662575940262727,0.19592781108146723,0.17868094321154088
