Wavenumber,0,1,2,3,4,5,6,7,8,9
1251.596,0.18706797238600165,0.1817290215521797,0.18364308087999262,0.32450492485471605,-0.07527905173228476,-0.2767283444684621,0.26762811356993177,-0.3441880949574737,0.2802735078503839,-0.09764207268170969
1253.524,0.18115506653680769,0.161749974704971,0.1625174972961867,0.2506952221737953,-0.061737019933019735,-0.19224982170174745,0.12540056872668442,-0.20209257191487776,0.12011353347209938,-0.03403448097213273
1255.453,0.1745183570402542,0.1435796540222201,0.15130720099335138,0.19246177777798065,-0.03913018088775497,-0.13815360161388832,-0.013186332526502831,-0.10274185681566757,-0.10692704152253762,-0.01887353781565671
1257.381,0.16800751366370395,0.12844174714859175,0.1445286231238207,0.137410827238472,-0.01802126498804645,-0.10117011166454411,-0.1552649963608514,-0.017636723097072485,-0.3738781006385275,-0.003460961851244623
1259.31,0.16594180689335195,0.11973873484419958,0.12668107663131964,0.10220249894517189,-0.010806242910635805,-0.05519944976545252,-0.14972708179643762,0.027734397366864512,-0.24972212473919184,0.05023238937940142
1261.238,0.16237927735844415,0.10994892643756848,0.11300856112748402,0.0710974548898935,0.0046675025444023,-0.020305656445169285,-0.15049911122291665,0.06139927211142336,-0.17327005598285,0.08340941368063828
1263.167,0.1584396186242203,0.10129087054078659,0.10096961497469145,0.04723057495559726,0.01863950647061226,0.005484898343192936,-0.1430015293946073,0.084102367834747,-0.0854671350654088,0.09618161243913644
1265.095,0.15327109766234867,0.09287235134768797,0.09008935406752881,0.029166477573181557,0.029711755281728276,0.01858687781482841,-0.13973806600449273,0.09765118067194895,-0.028394771665091384,0.09138833110439643
1267.024,0.14812188424698786,0.08549706143457918,0.08080561516893625,0.01357579017068155,0.039432089189372646,0.02629459111730299,-0.12979261524446645,0.10587986475605252,0.019684700331943934,0.08693826094009113
1268.952,0.1425811492797037,0.07819403950347792,0.07219484146872317,0.0014497790173935632,0.0480615279248679,0.030458136562346312,-0.11647725214766237,0.11208079068079856,0.06467381189511,0.07529255271417029
1270.88,0.137648458483516,0.07252237068130145,0.06674140545763345,-0.012368811487055776,0.053067779579533715,0.03545145063917764,-0.10688390582076501,0.11692807082945159,0.0845514165578723,0.06092566784624323
1272.809,0.1325127173035141,0.06711795046000509,0.061465380850550984,-0.023675885069316453,0.05752003242083339,0.037168632454179014,-0.09901915622569156,0.11932475462536168,0.09039543344982233,0.043341461293364636
1274.738,0.1277909147195203,0.06287585033930713,0.05799605603224276,-0.034800190065482725,0.06044598485379056,0.0384505693935781,-0.09720910192268302,0.11832826731494747,0.07117609637934773,0.025644637704114025
1276.6660000000004,0.12354267985465932,0.059536231205938206,0.054510617316432315,-0.04584857625509269,0.06021318701687318,0.04255796700200109,-0.0904355072475673,0.11358987352588264,0.06512834631916407,0.01378219793777398
1278.594,0.11955117366612485,0.05633929250704551,0.04997392063962279,-0.05421622045659904,0.0579009039086346,0.046961378831075616,-0.07210058215917703,0.10601801690841983,0.08530068215072519,0.005762958895426177
1280.5230000000001,0.11543146519002248,0.05290428787844287,0.04566636299990798,-0.06047131531647286,0.056861608996090586,0.04818647940966867,-0.05384815781036169,0.0961242533020456,0.09850530537523193,-0.0032280163696266117
1282.452,0.11170121125384504,0.049489369229137346,0.04137983185880378,-0.06553347259011416,0.05777916223041483,0.04936242897668112,-0.03331548066103309,0.08206334100987885,0.11536633440302377,-0.009668950917224408
1284.38,0.10805310753707234,0.046252098702425574,0.03787519557379126,-0.07025887102677178,0.05866473661242511,0.04956250436011797,-0.01832012193394677,0.06748352185524402,0.1145927863756046,-0.017615184234138492
