Wavenumber,0,1,2,3,4,5,6,7,8,9,,0,1,2,3,4,5,6,7,8,9,
1251.596,0.965725674,0.993594342,0.938900442,0.942150849,0.971013379,0.956234466,0.969376482,0.968437491,0.966106787,0.980139938,0.965167985,0.000557689,0.028426357,-0.026267543,-0.023017136,0.005845394,-0.008933519,0.004208497,0.003269506,0.000938802,0.014971953,0
1253.524,0.927511707,0.956010365,0.897009781,0.904059028,0.939681287,0.91975745,0.930990596,0.929675145,0.926351803,0.947030514,0.927807768,-0.00029606,0.028202598,-0.030797987,-0.02374874,0.011873519,-0.008050318,0.003182829,0.001867378,-0.001455965,0.019222746,0
1255.453,0.890805636,0.919909579,0.85690721,0.867628256,0.909479475,0.884896982,0.894175956,0.892473544,0.888272391,0.915166092,0.891971512,-0.001165876,0.027938067,-0.035064302,-0.024343256,0.017507963,-0.00707453,0.002204444,0.000502032,-0.003699121,0.02319458,0
1257.381,0.855574155,0.885258758,0.81855109,0.832818229,0.880383331,0.851614888,0.858897123,0.856797641,0.851829608,0.884519359,0.857624418,-0.002050263,0.02763434,-0.039073328,-0.024806189,0.022758913,-0.006009531,0.001272705,-0.000826777,-0.005794811,0.026894941,0
1259.31,0.82178396,0.852024676,0.781899785,0.799588642,0.852368241,0.81987299,0.825118659,0.82261239,0.81698451,0.855063001,0.824731685,-0.002947725,0.02729299,-0.042831901,-0.025143043,0.027636556,-0.004858696,0.000386974,-0.002119296,-0.007747175,0.030331316,0
1261.238,0.789401746,0.820174107,0.746911654,0.767899192,0.825409592,0.789633113,0.792805125,0.789882745,0.783698156,0.826769706,0.793258514,-0.003856767,0.026915593,-0.046346859,-0.025359322,0.032151078,-0.003625401,-0.000453389,-0.003375769,-0.009560357,0.033511193,0
1263.167,0.758394209,0.789673826,0.713545062,0.737709572,0.79948277,0.760857081,0.761921083,0.758573661,0.751931603,0.799612161,0.763170103,-0.004775894,0.026503723,-0.049625041,-0.025460531,0.036312668,-0.002313022,-0.00124902,-0.004596442,-0.011238499,0.036442058,0
1265.095,0.728728042,0.760490607,0.681758369,0.70897948,0.774563163,0.733506718,0.732431094,0.728650091,0.721645909,0.773563051,0.734431652,-0.00570361,0.026058955,-0.052673283,-0.025452173,0.040131511,-0.000924935,-0.002000558,-0.005781561,-0.012785743,0.039131398,0
1267.024,0.700369943,0.732591225,0.651509938,0.68166861,0.750626156,0.707543848,0.70429972,0.70007699,0.69280213,0.748595064,0.707008362,-0.00663842,0.025582863,-0.055498424,-0.025339753,0.043617794,0.000535486,-0.002708642,-0.006931373,-0.014206232,0.041586702,0
1268.952,0.673286604,0.705942454,0.622758131,0.655736658,0.727647137,0.682930296,0.677491523,0.672819311,0.665361325,0.724680887,0.680865433,-0.007578828,0.025077022,-0.058107302,-0.025128775,0.046781704,0.002064864,-0.003373909,-0.008046122,-0.015504107,0.043815454,0
1270.88,0.647444723,0.680511069,0.595461309,0.631143319,0.705601491,0.659627886,0.651971064,0.646842009,0.63928455,0.701793206,0.655968063,-0.00852334,0.024543006,-0.060506753,-0.024824743,0.049633429,0.003659823,-0.003996999,-0.009126054,-0.016683512,0.045825143,0
1272.809,0.622810994,0.656263844,0.569577836,0.60784829,0.684464606,0.637598441,0.627702904,0.622110037,0.614532864,0.679904708,0.632281452,-0.009470459,0.023982392,-0.062703617,-0.024433163,0.052183154,0.005316988,-0.004578548,-0.010171415,-0.017748588,0.047623256,0
1274.738,0.599352111,0.633167553,0.545066072,0.585811265,0.664211869,0.616803785,0.604651605,0.59858835,0.591067323,0.65898808,0.609770801,-0.01041869,0.023396752,-0.064704729,-0.023959537,0.054441067,0.007032984,-0.005119196,-0.011182451,-0.018703478,0.049217279,0
1276.666,0.577034772,0.611188971,0.52188438,0.56499194,0.644818665,0.597205744,0.58278173,0.576241902,0.568848985,0.639016009,0.58840131,-0.011366538,0.022787662,-0.06651693,-0.02340937,0.056417355,0.008804434,-0.00561958,-0.012159408,-0.019552325,0.050614699,0
1278.594,0.555825669,0.590294873,0.499991122,0.54535001,0.626260382,0.57876614,0.562057838,0.555035647,0.547838907,0.619961181,0.568138177,-0.012312508,0.022156696,-0.068147055,-0.022788167,0.058122205,0.010627963,-0.006080339,-0.01310253,-0.02029927,0.051823004,0
1280.523,0.535691499,0.570452032,0.479344659,0.526845172,0.608512406,0.561446799,0.542444492,0.534934538,0.527998147,0.601796283,0.548946603,-0.013255104,0.021505429,-0.069601943,-0.022101431,0.059565803,0.012500196,-0.006502111,-0.014012065,-0.020948455,0.052849681,0
1282.452,0.516598957,0.551627223,0.459903355,0.50943712,0.591550124,0.545209544,0.523906253,0.515903531,0.509287763,0.584494003,0.530791787,-0.01419283,0.020835436,-0.070888432,-0.021354667,0.060758337,0.014417756,-0.006885534,-0.014888257,-0.021504025,0.053702216,0
1284.38,0.498514738,0.533787221,0.441625571,0.493085551,0.575348923,0.530016199,0.506407684,0.497907578,0.491668811,0.568027026,0.51363893,-0.015124192,0.020148291,-0.072013359,-0.020553379,0.061709992,0.016377268,-0.007231246,-0.015731352,-0.021970119,0.054388096,0
1286.308,0.481405537,0.5168988,0.424469668,0.477750159,0.559884188,0.515828588,0.489913345,0.480911635,0.475102349,0.55236804,0.497453231,-0.016047694,0.019445569,-0.072983562,-0.019703072,0.062430957,0.018375357,-0.007539886,-0.016541596,-0.022350882,0.054914809,0
1288.237,0.465238049,0.500928734,0.40839401,0.46339064,0.545131307,0.502608536,0.474387797,0.464880654,0.459549435,0.537489731,0.482199889,-0.01696184,0.018728845,-0.07380588,-0.01880925,0.062931418,0.020408646,-0.007812092,-0.017319235,-0.022650455,0.055289842,0
