Wavenumber,SH54MI11,SH63MI02,SH63MI39,SH63MI43,JFL19BMI11,SH63MI53,SH01MI21,SH63MI22,SH63MI25,SH63MI31
451.2686,0.3547575666666667,1.3806214,0.5582770666666667,0.5930185666666666,0.5702524,2.4174778666666668,0.4747668111111111,0.3688718,0.5303200666666666,0.5110186333333333
453.1971,0.3395932000000001,0.8251693999999999,0.5927165,0.6796375333333332,0.5692132333333334,3.991553,0.4722401666666667,0.3499116666666667,0.5311729333333334,0.5514895666666667
455.1256,0.3366305666666667,0.870065525,0.6052530333333332,0.6148699000000001,0.6101302333333333,2.3462353,0.4678852888888889,0.3443722,0.5419117333333334,0.5082128666666667
457.0541,0.3367272333333333,0.808694425,0.686192,0.5288173333333334,0.6009825666666667,-0.6077001666666667,0.4528959333333333,0.3422204666666667,0.5491734666666667,0.4673147666666666
458.9826,0.3333677,0.8191024,0.6578585,0.3633623666666667,0.6014722333333333,0.7748121200000001,0.4715662111111111,0.34369066666666664,0.5465188,0.4568018333333333
460.9111,0.33379849999999994,0.7949890500000001,0.5880978666666666,0.4224288666666667,0.5859280333333333,0.36602293333333336,0.4706320444444445,0.34153339999999993,0.5489524,0.4432217666666666
462.8396,0.3315640333333333,0.7584633000000001,0.6385388000000001,0.5952745333333334,0.5777679666666667,0.6064311666666667,0.4777958777777778,0.33145606666666666,0.5411168000000001,0.4517966666666667
464.7681,0.33022893333333336,0.82395445,0.6732668666666667,0.9611746999999999,0.5731502666666666,-0.6328607333333334,0.4718400999999999,0.3311573666666667,0.5358022,0.4540107333333333
466.6966,0.3292320333333333,0.8098418000000001,0.6170256333333333,0.9785549,0.5521219,0.6685319000000001,0.4317912111111111,0.3318103333333333,0.5267014666666666,0.45739399999999997
468.6251,0.3246380666666667,0.6994222999999999,0.7220698666666667,0.9640312333333332,0.5303664333333333,1.0024234666666667,0.4181083444444445,0.3296043,0.5154674,0.46953720000000004
470.5536,0.3175546333333333,0.78229025,0.7582760333333334,0.9451531,0.5225805,1.21456237,0.4281025666666666,0.3216501333333333,0.5074793,0.4896938666666666
472.4821,0.3109857333333333,0.912292075,0.7866736666666667,0.5149141999999999,0.5241523,1.490017792666667,0.4490033555555557,0.31626403333333336,0.5045102,0.5056758
