Wavenumber,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
1392.376,0.742458233,0.467238,0.469547433,0.362482022,0.482930867,0.6075378,0.50090805,0.421760967,0.158875567,0.403379733,0.289518767,0.448319033,0.78028875,0.3006285,0.489420292,0.4786753,0.514275344,0.2291162,0.723901175,0.432860067,0.383140644,0.2814111,0.599062833,0.4081376,0.440241,0.585095742,0.9962272,0.3337282,0.4192049,0.316401533,0.386437067,0.2972893,0.254175033,0.663254833,0.5073179,0.5644448,0.544742767,0.315879675,0.417120733,0.461643533,0.252667967,0.525383833,1.239026,0.1513158,0.6746455,0.3063312,0.260426967,0.3169265,0.54654185,0.40065435,0.192432167,0.613858067,0.526542067,0.5693718,0.597024767,0.88370395,0.614007525,0.41549375,0.2345285,0.4913752,0.7264356,0.5126619,0.3455831,0.501971033,0.3206998,0.471079633,0.4533564,0.57415455,0.6067749,0.407232967,0.3844504,0.292584533,0.211575033,0.161302267,0.3820642,0.485384467,0.602140067,0.3072137,0.353241033,0.711408967,0.478470367,0.487958189,0.378941833,0.3859182,0.4818181,0.3231014,0.524495,0.3973857,0.5708371,0.4327239,0.384672133,0.417752533,0.5411042,0.449067,0.371017,0.48174205,0.5416623,0.4449415,0.4116434,0.573511078,0.552022767,0.57940365,0.4996789,0.4154356,0.255336167,0.418212333,0.205552133,0.6260728,0.3480466,0.5613731,0.499896644,0.497488167,0.397800367,0.627634075,0.492912567,0.5654241,0.391346944,0.458540767,0.3025747,0.258570733,0.484978433,0.356902133,0.227210767,0.2530527,0.47175985,0.3533581,0.384594933,0.5010315,0.430776625,0.416604,0.502757,0.436131633,0.2985649,0.234504133,0.448492125,0.402840933,0.471530767
1394.304,0.7385918,0.4658656,0.4677193,0.362236622,0.480770133,0.606243078,0.5002175,0.420007567,0.1581728,0.401772333,0.2878183,0.4465667,0.7757045,0.298590125,0.490082067,0.47678435,0.513159544,0.2282829,0.72075545,0.431340667,0.381914389,0.2799841,0.595408767,0.4070106,0.439335167,0.583326592,0.993504667,0.3332903,0.4190703,0.3150444,0.384448167,0.296353733,0.2526549,0.661444467,0.506236233,0.5622436,0.543219433,0.314829775,0.4159266,0.459743267,0.250465167,0.524189833,1.234051333,0.149619967,0.671741967,0.3069938,0.258793833,0.315767525,0.54712615,0.39949645,0.191277033,0.6117542,0.524847567,0.56581235,0.595354367,0.87976435,0.613690275,0.41367635,0.2337155,0.489996867,0.72373465,0.5112031,0.3444958,0.501014322,0.31916065,0.468085,0.4518525,0.5715294,0.605108833,0.404924367,0.383363267,0.292421,0.2106647,0.160307667,0.381462544,0.483509167,0.600377,0.30539465,0.3521297,0.709464,0.477692233,0.487342689,0.378103467,0.383904033,0.479616733,0.321668533,0.5233175,0.396481267,0.569642767,0.43089555,0.3837781,0.416151267,0.5391674,0.447293333,0.370939167,0.4801402,0.539531967,0.44217215,0.410154633,0.572458244,0.550245633,0.57709155,0.4977188,0.414428567,0.253651767,0.416923167,0.204747733,0.623782467,0.346426933,0.5591175,0.500172133,0.495995,0.396256267,0.626942375,0.491938722,0.563628367,0.390778522,0.458134,0.3017589,0.257119133,0.483697367,0.355858567,0.225721533,0.253076933,0.4701547,0.35237825,0.3822754,0.4995985,0.4285554,0.414347933,0.500601233,0.433933533,0.298409667,0.233318167,0.445450675,0.401952133,0.468808167
1396.233,0.734796367,0.464508,0.4659803,0.361728767,0.478608333,0.605453533,0.4993216,0.418367667,0.157515,0.400229567,0.286269433,0.444790167,0.771133175,0.296534325,0.48993535,0.47498655,0.512371167,0.227634533,0.71779105,0.429805367,0.381311933,0.2785128,0.591805367,0.405812367,0.438392333,0.582741858,0.990806133,0.3327088,0.418781,0.3137774,0.382483333,0.295381433,0.251050833,0.659681467,0.505201033,0.560003067,0.5418787,0.3139348,0.4148054,0.458109167,0.248205567,0.522926033,1.229218,0.1479342,0.668922567,0.3075704,0.2569803,0.314624725,0.54643525,0.39835135,0.1900912,0.609628533,0.52288,0.5628866,0.593841167,0.87615265,0.6136836,0.4118913,0.2327264,0.489056333,0.7205333,0.509826267,0.3434788,0.500011756,0.317585,0.4650901,0.450435667,0.56918965,0.603570233,0.4026598,0.3823555,0.292229233,0.2097256,0.159352567,0.381149022,0.481650133,0.5986195,0.3036319,0.351125767,0.7079896,0.4767773,0.486963278,0.3772219,0.382276667,0.4775203,0.320250433,0.522229833,0.395565467,0.568320267,0.42902165,0.3829536,0.414676967,0.53740195,0.4456593,0.371049267,0.47859785,0.537571267,0.43982075,0.408709033,0.572270467,0.5484972,0.57489685,0.495904,0.413276067,0.251817533,0.415665167,0.203899333,0.621640333,0.3449869,0.556873933,0.500828611,0.494484,0.3943822,0.626351325,0.490792322,0.562252367,0.390552311,0.4578805,0.300924433,0.255699267,0.482678633,0.354667467,0.2240575,0.253307733,0.46858885,0.35161805,0.380026433,0.498193133,0.426486725,0.4120089,0.498345333,0.431777067,0.298467333,0.2322718,0.4425487,0.4010257,0.4661172
1398.161,0.7312131,0.46317,0.464391333,0.3614898,0.476232033,0.603309589,0.4980294,0.416769933,0.1569774,0.398813067,0.28487,0.443030833,0.766641125,0.294602325,0.488436583,0.473308925,0.511317144,0.227203267,0.7149871,0.428295033,0.379481333,0.2770387,0.588359967,0.4045878,0.437314667,0.581471575,0.9882881,0.332013367,0.418355367,0.312620533,0.3806093,0.2944829,0.249454133,0.657986333,0.5042961,0.557939467,0.540599567,0.3131177,0.413766667,0.456665,0.245920133,0.521214533,1.224588333,0.146323267,0.666410133,0.30807445,0.2551195,0.31356895,0.5455671,0.39722065,0.1889656,0.607481367,0.520593633,0.56033095,0.592408867,0.8724602,0.61419285,0.41008405,0.2315474,0.488510767,0.7181122,0.508707533,0.34226225,0.4990756,0.31599345,0.462449133,0.449087033,0.5671005,0.602268,0.400496333,0.3812769,0.292012833,0.2087982,0.1584377,0.380657922,0.479873667,0.596894967,0.30193815,0.350299233,0.707530133,0.475891733,0.485343633,0.376260467,0.3811508,0.475756633,0.3188528,0.521289833,0.394647167,0.5669366,0.42724915,0.3822105,0.4134048,0.5358873,0.444166133,0.371381067,0.4771284,0.5357,0.43780155,0.407320367,0.571310422,0.546896233,0.57288665,0.494351467,0.4121444,0.249953933,0.414472633,0.2030367,0.6196985,0.343746933,0.554800567,0.501562689,0.4933295,0.392371867,0.625775325,0.488779633,0.561064867,0.390174,0.457697733,0.3001313,0.254318633,0.4819411,0.353323067,0.222299733,0.253765733,0.46711355,0.3509553,0.3779515,0.4967871,0.4246456,0.409662,0.4961095,0.429661633,0.298743667,0.2314508,0.439845825,0.400149667,0.463434433
1400.09,0.727835267,0.461808567,0.4628677,0.362365667,0.473782433,0.601777411,0.49671765,0.415221867,0.1565223,0.397472233,0.283604067,0.441212067,0.762004825,0.29283405,0.487372617,0.471702775,0.511286111,0.2269494,0.71226395,0.4268088,0.378731222,0.275516,0.585010533,0.4033188,0.436375433,0.580650417,0.985892333,0.331155867,0.417735667,0.311477667,0.378761433,0.293632467,0.2478353,0.6562802,0.5032479,0.5559307,0.5393301,0.31238955,0.412822133,0.455336267,0.243566033,0.5190165,1.220216667,0.144751233,0.664024167,0.3085476,0.253658333,0.312617675,0.5456098,0.3957694,0.1879854,0.605327333,0.518010067,0.55774615,0.590959367,0.86878345,0.6145594,0.40818665,0.2302499,0.4879984,0.7173759,0.507655033,0.34088155,0.498564133,0.31439505,0.460221,0.447755733,0.56511765,0.601274467,0.398476733,0.380140567,0.291701367,0.207911633,0.157507533,0.380233911,0.4781681,0.5953172,0.30020305,0.3495526,0.7081527,0.475171933,0.484081967,0.375119567,0.3804514,0.474290433,0.317544333,0.5203453,0.393704233,0.5655642,0.42561505,0.381521133,0.412316367,0.53450805,0.442778867,0.371919833,0.4755812,0.5337987,0.43555575,0.405988267,0.5704612,0.545409767,0.5709013,0.493013633,0.411082233,0.248082733,0.413338367,0.2021384,0.6177948,0.342468767,0.552763267,0.502024022,0.492334033,0.390279333,0.625022125,0.488294811,0.559888267,0.3900371,0.457397667,0.299378833,0.2529273,0.481362767,0.3517731,0.220485633,0.254370967,0.4658133,0.35039435,0.376008533,0.495293467,0.423013175,0.407335,0.4937588,0.4273523,0.2991284,0.230856133,0.437226175,0.3993284,0.460779133
1402.018,0.7247,0.460455367,0.4614442,0.360003056,0.471622467,0.597621144,0.49538925,0.413890867,0.156110167,0.396189767,0.2824659,0.4394022,0.757353775,0.2912131,0.483106108,0.470162725,0.508529456,0.226883733,0.709652625,0.425373433,0.376697378,0.274056667,0.581852067,0.402021633,0.435746067,0.5785381,0.983533433,0.330093467,0.416968267,0.3103484,0.376968467,0.2927816,0.246212433,0.654705767,0.5022068,0.553961533,0.538066033,0.31171985,0.411837667,0.454137067,0.241259733,0.516818,1.216332,0.143284967,0.661685467,0.30885805,0.252703,0.3116639,0.54542055,0.393762,0.187082567,0.603199933,0.515621433,0.5551341,0.589532067,0.86544755,0.614544275,0.40621385,0.2288403,0.487497633,0.7179287,0.506646333,0.33942945,0.497248711,0.31284135,0.458279267,0.4463392,0.56317985,0.600528933,0.396842133,0.379138033,0.291212367,0.2070662,0.156551033,0.378014011,0.476625533,0.593936033,0.29859305,0.348854133,0.709611733,0.474406967,0.481981,0.373936067,0.380032267,0.472955367,0.316349567,0.5193309,0.392765333,0.5642353,0.42399645,0.380862633,0.411381167,0.5333194,0.441456867,0.372642,0.4740878,0.531897133,0.4334893,0.404716233,0.568101233,0.544091267,0.56894685,0.491763233,0.4101986,0.24628,0.4123286,0.2011498,0.615924533,0.3412261,0.5507647,0.498407322,0.491449133,0.388023833,0.62421285,0.485908244,0.558692533,0.386349289,0.4568945,0.298621233,0.2514999,0.480902267,0.349994267,0.218440067,0.255054333,0.46456685,0.34989765,0.374180267,0.493803033,0.421517075,0.4051652,0.4911974,0.425270833,0.299460533,0.230462633,0.43454245,0.398535433,0.458323533
1403.947,0.7216136,0.459074467,0.460021233,0.359145622,0.469669633,0.595112544,0.49380965,0.4127469,0.155757533,0.394866033,0.28143,0.437610833,0.75268285,0.2895898,0.481334025,0.46866035,0.506300878,0.226979467,0.7072038,0.424020333,0.3743427,0.272633533,0.578678833,0.400709167,0.435060767,0.576609733,0.981110067,0.328888867,0.416081967,0.309242933,0.3752108,0.292053333,0.2445378,0.653437033,0.501272733,0.5521514,0.5367952,0.311065,0.410802767,0.452842167,0.239005633,0.5142483,1.212709,0.141849567,0.659397067,0.3089746,0.251660033,0.310679075,0.5446591,0.3916154,0.186229467,0.6011124,0.513177033,0.5520248,0.5880477,0.8614324,0.614687975,0.40415155,0.227182333,0.4870202,0.7173383,0.505613533,0.3378065,0.496477789,0.3112459,0.456099033,0.444832167,0.56111035,0.599827867,0.3954171,0.378041933,0.290623133,0.206220967,0.155549533,0.375753856,0.4752399,0.592779567,0.2970071,0.3482583,0.7098499,0.473518467,0.480732244,0.372777867,0.379673767,0.471737233,0.315110567,0.518277233,0.391799667,0.562847667,0.42247335,0.380253433,0.410500167,0.5321116,0.440212167,0.373480067,0.4727543,0.529704267,0.4312833,0.403492,0.565799056,0.5426979,0.56703055,0.490589867,0.4092538,0.24433,0.411378867,0.200000567,0.6139559,0.339971133,0.5487639,0.4964606,0.4903771,0.385811133,0.6234378,0.484079044,0.5573139,0.385215789,0.456186633,0.297788233,0.2500221,0.480475967,0.347984967,0.2163424,0.255759967,0.46344545,0.34935355,0.372386167,0.492380833,0.41994715,0.4030504,0.488421233,0.4234756,0.2998383,0.230191933,0.43184295,0.397786267,0.455925967
1405.875,0.718726433,0.457883,0.4587818,0.359803167,0.4677695,0.593171144,0.4921231,0.4117076,0.155428233,0.393597067,0.280558267,0.435952567,0.748392675,0.2880812,0.481008575,0.4672645,0.505492456,0.227239367,0.704980175,0.4228327,0.373394089,0.2712159,0.5757496,0.399471633,0.434315,0.576588558,0.978785633,0.327607767,0.4151631,0.3081685,0.3736031,0.291438267,0.2428033,0.652393667,0.5004932,0.550573167,0.5356889,0.3104724,0.409702667,0.4516673,0.236824033,0.511543567,1.209260667,0.140484533,0.6572904,0.30902575,0.2503487,0.3097868,0.5434405,0.39013235,0.185486367,0.599135433,0.511105867,0.5483191,0.586728367,0.85736765,0.614578325,0.40221355,0.225439133,0.486676167,0.7151283,0.5047837,0.3361241,0.496001167,0.3096483,0.453768767,0.443394367,0.55906525,0.599271467,0.3941567,0.3768851,0.2900829,0.205459433,0.154559433,0.3749966,0.474079267,0.591827767,0.29551065,0.347761667,0.709577333,0.4725605,0.479613689,0.371678,0.379548933,0.4708833,0.313976267,0.5172907,0.390860667,0.5615314,0.42102735,0.379697533,0.4096742,0.5309208,0.439109133,0.3743862,0.4716098,0.527288733,0.4288904,0.4023513,0.5653725,0.5410975,0.5651039,0.4895877,0.408201267,0.242596867,0.410392767,0.198806467,0.612018767,0.338682433,0.546712467,0.497616811,0.489277633,0.384099933,0.622743675,0.483752733,0.5561263,0.385170333,0.455508367,0.296991167,0.248649733,0.480112467,0.345955233,0.2145061,0.2564743,0.4625841,0.34884185,0.370629833,0.491129033,0.418409475,0.401139333,0.485844633,0.421841467,0.3003432,0.230054533,0.429486475,0.3971696,0.453841167
1407.804,0.715705267,0.456811967,0.457527633,0.359818889,0.4654725,0.589607722,0.4901494,0.410441633,0.154938533,0.392217,0.279588,0.4342322,0.74393315,0.2867247,0.4783141,0.4658886,0.5035146,0.2275621,0.702523925,0.421674633,0.372140922,0.269742767,0.572850067,0.3981842,0.433140633,0.575564842,0.976567467,0.326040567,0.414053233,0.306892833,0.371942433,0.290789467,0.241045633,0.651424867,0.4995995,0.548989767,0.534521333,0.309793225,0.408521367,0.450470933,0.2345453,0.508763,1.205673,0.1391862,0.655269267,0.3089117,0.249301867,0.308902425,0.54201315,0.38818585,0.184725667,0.597048933,0.509720467,0.5442737,0.5853892,0.8540186,0.613775975,0.4002938,0.223708933,0.4857629,0.7123504,0.503994767,0.3344827,0.494624167,0.3080535,0.4513569,0.441946833,0.5568766,0.598729967,0.392711667,0.375746467,0.289496467,0.204697633,0.153501433,0.373147311,0.472841,0.590804067,0.2940004,0.347223267,0.7107106,0.4711904,0.477475222,0.3704298,0.3795563,0.470034533,0.313067333,0.516192367,0.389932633,0.560308167,0.4192836,0.379079167,0.4087615,0.52977375,0.4380107,0.3752172,0.4704059,0.524667167,0.4262307,0.401214833,0.564075522,0.539464267,0.5630545,0.488508367,0.407363533,0.240911233,0.409304333,0.197472867,0.6098447,0.337206267,0.5446985,0.496512033,0.488135267,0.382257533,0.6220966,0.482569044,0.554910833,0.382546756,0.454509667,0.296201567,0.247322,0.4796151,0.3438269,0.2126023,0.256964167,0.4617824,0.34817635,0.3688107,0.489536,0.416776475,0.399364033,0.483207567,0.420055033,0.300824,0.230032367,0.427167275,0.396495367,0.4518731
1409.732,0.712724633,0.455707133,0.456384167,0.359387611,0.463020733,0.586677778,0.48829905,0.4090744,0.154392933,0.390771933,0.2785479,0.432436033,0.7391142,0.285620925,0.474996775,0.464520625,0.5013983,0.2279255,0.6999975,0.420601067,0.370643344,0.268334867,0.5699947,0.396895833,0.4316501,0.573110892,0.974421267,0.324280267,0.412836833,0.305489567,0.3703152,0.290242833,0.239473,0.650512267,0.4985539,0.5474016,0.533276233,0.309021475,0.4073744,0.449197033,0.232300733,0.505841733,1.201738,0.137958933,0.653435367,0.308582,0.248664733,0.3080313,0.5403789,0.38639615,0.1839138,0.5948554,0.508317033,0.54053725,0.583979467,0.85120875,0.6122351,0.39847965,0.2220226,0.484689,0.7106266,0.503282133,0.332913,0.493743833,0.306657,0.449138333,0.4404662,0.5548499,0.5982257,0.391104233,0.374670267,0.2888414,0.203900033,0.152406067,0.3703591,0.4715298,0.589830667,0.29242275,0.3466667,0.711446533,0.469425633,0.475670178,0.369108967,0.379628133,0.469017833,0.312319067,0.5150346,0.389003767,0.559268,0.41753295,0.3784034,0.407755433,0.52870825,0.436873733,0.375954933,0.4690578,0.521870067,0.4234301,0.4000879,0.561362678,0.537919067,0.56114895,0.487330167,0.4070057,0.239136767,0.4081535,0.196042433,0.607502633,0.335676867,0.542889967,0.493989367,0.486648233,0.380280667,0.621622175,0.480871144,0.5533315,0.380237078,0.453187867,0.2954385,0.2460467,0.478934167,0.341617967,0.210655733,0.257319867,0.4609276,0.3474,0.367002033,0.4877309,0.4150062,0.397712333,0.4803775,0.4179983,0.301266933,0.230110733,0.42474015,0.395791833,0.450027067
1411.661,0.709659867,0.4545001,0.455186967,0.359003011,0.4603133,0.584525378,0.4864683,0.4078221,0.153808267,0.389254067,0.277413333,0.4305036,0.734335325,0.284630225,0.473361675,0.4631765,0.500191033,0.228325267,0.6975936,0.4196288,0.369659411,0.267010767,0.567092067,0.3956666,0.4302323,0.571898892,0.972285433,0.322351467,0.411445267,0.303963533,0.368729933,0.2898517,0.238079833,0.649518633,0.497417733,0.545790467,0.531943533,0.308194025,0.4062537,0.4478392,0.230078767,0.502914033,1.197665333,0.136762333,0.651672667,0.30807535,0.2476565,0.307158175,0.53875925,0.38517105,0.183175067,0.592645833,0.506747733,0.5367914,0.582553167,0.8489477,0.61033405,0.39674585,0.220352367,0.483786367,0.71025355,0.502513133,0.3314258,0.493416356,0.30540475,0.447241333,0.438915333,0.55277075,0.597720433,0.389532467,0.3735405,0.288119933,0.2030866,0.1512638,0.368581333,0.470202533,0.588825467,0.29071065,0.3461462,0.711511667,0.467210133,0.474413089,0.3677486,0.3794369,0.4679203,0.3117547,0.513786567,0.388079767,0.558398933,0.4159889,0.377688133,0.4066991,0.5274523,0.435740433,0.3766414,0.46767285,0.518785433,0.4207473,0.398954,0.559569056,0.536524533,0.55925705,0.486034267,0.407048433,0.237301067,0.406876367,0.1945639,0.605084967,0.334026767,0.541204733,0.492856856,0.485069533,0.378345667,0.621189175,0.479039456,0.551555733,0.379247711,0.451751967,0.2947247,0.244666333,0.478101467,0.339336733,0.208866733,0.2574984,0.4601946,0.3464767,0.365215633,0.485810767,0.413072175,0.3961572,0.477375167,0.415758867,0.3016425,0.2301618,0.422139525,0.395046967,0.448270367
1413.589,0.706501467,0.453305167,0.453941733,0.358981956,0.457572433,0.582195889,0.48431825,0.406660467,0.1533155,0.387694167,0.276244,0.428590233,0.729873,0.28370915,0.470788925,0.4619117,0.498173856,0.228835333,0.695258525,0.4187704,0.368553744,0.265813133,0.5642189,0.3945191,0.428736033,0.569991167,0.9701707,0.3202828,0.4100094,0.3023507,0.3672117,0.289588733,0.2367263,0.648659167,0.496383267,0.544152433,0.530581233,0.307298475,0.405278633,0.446388567,0.227905033,0.500290967,1.193698,0.1355799,0.6497975,0.30749265,0.2463769,0.306315875,0.5376955,0.3842678,0.182403467,0.590566867,0.5055827,0.532579,0.581258567,0.84685585,0.6084935,0.39492515,0.2187381,0.4832745,0.7109857,0.501645133,0.32979915,0.492972656,0.3043348,0.445498233,0.437286867,0.55073965,0.597057967,0.388159367,0.3724639,0.2874077,0.202324067,0.1501238,0.366541389,0.468878133,0.587720833,0.28917225,0.345646367,0.711491233,0.465087767,0.472030111,0.366303133,0.378859033,0.4668368,0.311337667,0.51254,0.387175367,0.557605267,0.4143281,0.376988767,0.405624933,0.5261565,0.434621833,0.3772877,0.46641995,0.515574533,0.41825515,0.397899167,0.558141544,0.535103933,0.5573807,0.484623333,0.407131,0.235462733,0.4054649,0.1931669,0.602671767,0.332305333,0.539684,0.491734044,0.483665967,0.376523367,0.6207525,0.476787667,0.5498865,0.377283111,0.450263933,0.293982633,0.2432568,0.477126467,0.337048233,0.207327633,0.2574719,0.4595263,0.3454852,0.363494667,0.4838753,0.411070775,0.3948021,0.4744558,0.413617133,0.301991667,0.230325667,0.41958455,0.3943138,0.4465657
1415.518,0.7032705,0.452027067,0.452714567,0.358941089,0.454964967,0.577034767,0.48207935,0.405514,0.1529355,0.386107367,0.275114733,0.426719967,0.725724775,0.2828081,0.4679727,0.460693875,0.495645989,0.229434267,0.692956675,0.418022433,0.367560778,0.264592033,0.561226367,0.3934515,0.426902667,0.568339442,0.968051133,0.3182434,0.4085494,0.300705167,0.365712433,0.289383333,0.2354138,0.6477628,0.4953119,0.542532067,0.529109567,0.306438225,0.4044835,0.444979133,0.2258402,0.498057867,1.189694,0.1344149,0.647897067,0.3068052,0.245193967,0.30539885,0.537201,0.3835872,0.181573267,0.588635233,0.504367433,0.5284753,0.579926333,0.84412795,0.60691085,0.39288985,0.217224767,0.482870967,0.7118231,0.5007289,0.32800365,0.491313511,0.3031089,0.4433341,0.435670667,0.54875375,0.596307033,0.386782833,0.371227833,0.2867244,0.201595133,0.148975933,0.364254144,0.467532133,0.5865826,0.28759235,0.3451591,0.711402633,0.4630584,0.469282589,0.364805367,0.378238433,0.4656465,0.3108471,0.511350667,0.386330933,0.556716533,0.4126681,0.376329933,0.404533133,0.5250071,0.433476133,0.377946633,0.46520095,0.512513433,0.4155601,0.396960467,0.556406089,0.5335647,0.55551775,0.4831317,0.407039167,0.233685733,0.4039229,0.1918371,0.6003268,0.330457567,0.538193,0.489667389,0.482193167,0.374735367,0.620352375,0.474131889,0.5484233,0.373482289,0.448716067,0.2931538,0.2418969,0.476014533,0.3348302,0.206043067,0.257356133,0.4589427,0.34440175,0.361769767,0.482037067,0.408962925,0.3935019,0.471536567,0.411462933,0.302374067,0.230632833,0.41707015,0.3936467,0.444715467
1417.446,0.7002388,0.450721833,0.4515974,0.356541433,0.452729533,0.576145567,0.4800182,0.404382667,0.152632667,0.384632533,0.274077933,0.424896267,0.72202735,0.282036775,0.467754475,0.459547725,0.493601922,0.2300742,0.6908057,0.417426133,0.366656167,0.263393767,0.558333967,0.392501,0.424973433,0.565940408,0.966023033,0.316378567,0.407273367,0.299077667,0.364345333,0.289237033,0.234363267,0.646923767,0.4942167,0.540962667,0.527735067,0.305639475,0.403853267,0.443357433,0.223989967,0.4960265,1.185949,0.133342267,0.646190133,0.305914,0.2439379,0.30452195,0.5371604,0.3832532,0.180753833,0.5869533,0.503106667,0.5251252,0.578609267,0.8412154,0.60554985,0.39101645,0.2158781,0.482419833,0.7117108,0.499961367,0.32633565,0.488635089,0.30196125,0.440980267,0.434180933,0.54681545,0.595513867,0.385472033,0.369918933,0.2861052,0.200899133,0.1478927,0.3621445,0.466283867,0.585549767,0.2860666,0.3446481,0.711055867,0.4613082,0.467122911,0.363495233,0.3778257,0.464400467,0.3103217,0.510254833,0.3856447,0.555822767,0.41114855,0.375705233,0.403424667,0.52402315,0.4324184,0.378560667,0.46402325,0.509733467,0.41288885,0.3961478,0.553232767,0.531967333,0.55371425,0.481680567,0.406921633,0.232049167,0.402424367,0.190661967,0.598245233,0.328720933,0.536802433,0.488273289,0.480526167,0.373229333,0.61994805,0.472520622,0.5471537,0.373448889,0.447165267,0.292313333,0.240662867,0.4747973,0.332836867,0.205080667,0.2572024,0.45844475,0.3430696,0.360194533,0.480355067,0.406824075,0.392354933,0.4687306,0.409723,0.302753467,0.230985933,0.41473505,0.393140267,0.442805467
1419.375,0.697298533,0.4493757,0.4503275,0.357420189,0.450958167,0.579555322,0.47799005,0.403241533,0.152276067,0.383173733,0.2729908,0.423123367,0.7184892,0.281332725,0.469756592,0.458420325,0.495163844,0.230659267,0.6887253,0.416874533,0.367896911,0.262249233,0.5555349,0.391615733,0.423198367,0.566054467,0.964050867,0.3145841,0.406097667,0.297418433,0.363011567,0.289076667,0.2333735,0.645984133,0.493089367,0.539335033,0.526452,0.3047602,0.403346333,0.4414902,0.2222519,0.4939212,1.182464667,0.132385567,0.644342167,0.3049162,0.242645533,0.303654775,0.5368216,0.38295625,0.179938933,0.585342933,0.501553767,0.5222576,0.577288333,0.837914,0.604167425,0.38932045,0.214783733,0.4819202,0.71151675,0.499268,0.3248248,0.489093189,0.30110575,0.4388351,0.4328859,0.54497525,0.594609933,0.384113733,0.3687135,0.285533267,0.2002115,0.1468072,0.363443033,0.4651312,0.584460667,0.2846166,0.343999067,0.7098296,0.459937,0.468459767,0.362425667,0.377471967,0.4628651,0.309884033,0.5091399,0.384999167,0.554968533,0.40958205,0.3750899,0.4021739,0.52305775,0.431418767,0.378956967,0.46296105,0.5071367,0.41045145,0.3954016,0.554502856,0.530382067,0.5518812,0.480181867,0.406677633,0.230445667,0.400888933,0.1896476,0.596241133,0.3270403,0.535390467,0.492251778,0.4786667,0.372023333,0.61977175,0.474725544,0.5456064,0.376196578,0.445580567,0.291456233,0.239518433,0.473429167,0.331034433,0.204338533,0.256936933,0.45788245,0.34145295,0.3586615,0.478825333,0.404637625,0.391241733,0.466038967,0.408058867,0.3030407,0.231237467,0.412724,0.3926944,0.440903267
1421.303,0.694431433,0.448074167,0.449042733,0.358938478,0.449410033,0.576358033,0.47611775,0.402268667,0.1519347,0.381782567,0.2719036,0.4214225,0.71504425,0.280576125,0.468030217,0.457329875,0.495957111,0.231274233,0.68679935,0.416341767,0.369291756,0.261142667,0.552854233,0.390839767,0.4213795,0.567210567,0.962064867,0.312935067,0.405055067,0.295802667,0.361687733,0.288909233,0.232450467,0.644904033,0.491964167,0.5376876,0.5251534,0.303958425,0.403007433,0.439711733,0.2206599,0.491865933,1.179212333,0.1314722,0.642389833,0.3038859,0.241371,0.30281355,0.5367652,0.38229265,0.178928967,0.583819933,0.499753233,0.52012645,0.575983833,0.8345309,0.60300095,0.38780325,0.213835367,0.4814683,0.71209335,0.4985867,0.3234581,0.490569767,0.3004489,0.437139067,0.431759533,0.54326845,0.593565333,0.382620767,0.367585,0.285161933,0.1995433,0.145759133,0.3638906,0.463995733,0.5831865,0.2830716,0.343370267,0.7082401,0.4589008,0.468448467,0.361532067,0.377151333,0.461223533,0.309431633,0.508045933,0.3844204,0.554052567,0.40802965,0.374504633,0.4009014,0.52212455,0.430428933,0.379236433,0.4620921,0.5046774,0.4082434,0.394733633,0.555400744,0.5288025,0.55017025,0.4786768,0.406101667,0.228870733,0.399341833,0.1887726,0.5943801,0.3254095,0.533966467,0.492142967,0.4770479,0.370982333,0.619700125,0.474837344,0.543932867,0.374888244,0.444054033,0.290621267,0.238560933,0.472022867,0.329445667,0.203767067,0.2565293,0.45721055,0.33989825,0.357028967,0.477447367,0.4025033,0.390097333,0.463416733,0.406456533,0.303339667,0.2314337,0.411096525,0.392270933,0.439113967
